trial_id,episode,task_id,number_of_max_reliability_ties,best_achievable_reliability,action_index,selected_pair
0,1,140,1,0.9998191859220887,25,"(6, 7)"
0,1,141,1,0.9997184352902213,25,"(6, 7)"
0,1,142,1,0.9999941695047599,25,"(6, 7)"
0,1,143,1,0.9998979460871238,25,"(6, 7)"
0,1,144,1,0.9996685806577794,25,"(6, 7)"
0,1,145,1,0.9997022603831803,25,"(6, 7)"
0,1,146,1,0.9997341660205303,25,"(6, 7)"
0,1,147,1,0.9999916081655109,25,"(6, 7)"
0,1,148,1,0.9997022603831803,25,"(6, 7)"
0,1,149,1,0.9997341660205303,25,"(6, 7)"
0,1,150,1,0.999932991161457,25,"(6, 7)"
0,1,151,1,0.9999885833291878,25,"(6, 7)"
0,1,152,1,0.9996685806577794,25,"(6, 7)"
0,1,153,1,0.9997184352902213,25,"(6, 7)"
0,1,154,1,0.9998317890150784,25,"(6, 7)"
0,1,155,1,0.9998439426651375,25,"(6, 7)"
0,1,156,1,0.9996147460926013,25,"(6, 7)"
0,1,157,1,0.999932991161457,25,"(6, 7)"
0,1,158,1,0.9999665303555221,25,"(6, 7)"
0,1,159,1,0.9999477798087921,25,"(6, 7)"
0,1,160,1,0.9997642923275945,25,"(6, 7)"
0,1,161,1,0.9999941695047599,25,"(6, 7)"
0,1,162,1,0.9999665303555221,25,"(6, 7)"
0,1,163,1,0.9998880495916421,25,"(6, 7)"
0,1,164,1,0.9995162253030878,25,"(6, 7)"
0,1,165,1,0.9995569491967129,25,"(6, 7)"
0,1,166,1,0.9994295385205134,25,"(6, 7)"
0,1,167,1,0.9995766540035746,25,"(6, 7)"
0,1,168,1,0.9999665303555221,25,"(6, 7)"
0,1,169,1,0.9998191859220887,25,"(6, 7)"
0,1,170,1,0.9999073891584164,25,"(6, 7)"
0,1,171,1,0.9999544883183601,25,"(6, 7)"
0,1,172,1,0.9995766540035746,25,"(6, 7)"
0,1,173,1,0.9999665303555221,25,"(6, 7)"
0,1,174,1,0.9996856419543132,25,"(6, 7)"
0,1,175,1,0.9996685806577794,25,"(6, 7)"
0,1,176,1,0.999806134047071,25,"(6, 7)"
0,1,177,1,0.9999941695047599,25,"(6, 7)"
0,1,178,1,0.9998880495916421,25,"(6, 7)"
0,1,179,1,0.9996331320746255,25,"(6, 7)"
0,1,180,1,0.9997642923275945,25,"(6, 7)"
0,1,181,1,0.9997494519184549,25,"(6, 7)"
0,1,182,1,0.9998979460871238,25,"(6, 7)"
0,1,183,1,0.9998979460871238,25,"(6, 7)"
0,1,184,1,0.9999249123629124,25,"(6, 7)"
0,1,185,1,0.9998979460871238,25,"(6, 7)"
0,1,186,1,0.9997184352902213,25,"(6, 7)"
0,1,187,1,0.9999767346027754,25,"(6, 7)"
0,1,188,1,0.9999607387244428,25,"(6, 7)"
0,1,189,1,0.9998777003374048,25,"(6, 7)"
0,1,190,1,0.9999163781393291,25,"(6, 7)"
0,1,191,1,0.9998556462106105,25,"(6, 7)"
0,1,192,1,0.9999607387244428,25,"(6, 7)"
0,1,193,1,0.9999811458720885,25,"(6, 7)"
0,1,194,1,0.9995162253030878,25,"(6, 7)"
0,1,195,1,0.9998317890150784,25,"(6, 7)"
0,1,196,1,0.9995569491967129,25,"(6, 7)"
0,1,197,1,0.9998317890150784,25,"(6, 7)"
0,1,198,1,0.9995368060804776,25,"(6, 7)"
0,1,199,1,0.9998880495916421,25,"(6, 7)"
0,1,200,1,0.9996331320746255,25,"(6, 7)"
0,2,1,1,0.9999978187325017,27,"(7, 8)"
0,2,2,1,0.9999765342112942,27,"(7, 8)"
0,2,3,1,0.9999978187325017,27,"(7, 8)"
0,2,4,1,0.9999220782911925,27,"(7, 8)"
0,2,5,1,0.9999983970823285,27,"(7, 8)"
0,2,6,1,0.9999183415619793,27,"(7, 8)"
0,2,7,1,0.9999574463755017,27,"(7, 8)"
0,2,8,1,0.9999785256191065,27,"(7, 8)"
0,2,9,1,0.9999744549848559,27,"(7, 8)"
0,2,10,1,0.99999461835823,27,"(7, 8)"
0,2,11,1,0.9999292915460904,27,"(7, 8)"
0,2,12,1,0.9999765342112942,27,"(7, 8)"
0,2,13,1,0.9999912883994836,27,"(7, 8)"
0,2,14,1,0.9999886266036162,27,"(7, 8)"
0,2,15,1,0.9999978187325017,27,"(7, 8)"
0,2,16,1,0.9999978187325017,27,"(7, 8)"
0,2,17,1,0.9999912883994836,27,"(7, 8)"
0,2,18,1,0.9999394600521593,27,"(7, 8)"
0,2,19,1,0.9999106081888747,27,"(7, 8)"
0,2,20,1,0.9999839723468704,27,"(7, 8)"
0,2,21,1,0.9999426756223081,27,"(7, 8)"
0,2,22,1,0.9999145181752934,27,"(7, 8)"
0,2,23,1,0.9999955513804334,27,"(7, 8)"
0,2,24,1,0.9999327679561445,27,"(7, 8)"
0,2,25,1,0.9999601387003344,27,"(7, 8)"
0,2,26,1,0.9999871633345339,27,"(7, 8)"
0,2,27,1,0.999925728305163,27,"(7, 8)"
0,2,28,1,0.9999822447453169,27,"(7, 8)"
0,2,29,1,0.9999488455171315,27,"(7, 8)"
0,2,30,1,0.9999546666979601,27,"(7, 8)"
0,2,31,1,0.9999546666979601,27,"(7, 8)"
0,2,32,1,0.9999292915460904,27,"(7, 8)"
0,2,33,1,0.999972287998138,27,"(7, 8)"
0,2,34,1,0.9999871633345339,27,"(7, 8)"
0,2,35,1,0.9999785256191065,27,"(7, 8)"
0,2,36,1,0.9999886266036162,27,"(7, 8)"
0,2,37,1,0.999998886616973,27,"(7, 8)"
0,2,38,1,0.9999900016447961,27,"(7, 8)"
0,2,39,1,0.9999804291499164,27,"(7, 8)"
0,2,40,1,0.9999145181752934,27,"(7, 8)"
0,2,41,1,0.9999983970823285,27,"(7, 8)"
0,2,42,1,0.999972287998138,27,"(7, 8)"
0,2,43,1,0.9999886266036162,27,"(7, 8)"
0,2,44,1,0.999925728305163,27,"(7, 8)"
0,2,45,1,0.999998886616973,27,"(7, 8)"
0,2,46,1,0.999925728305163,27,"(7, 8)"
0,2,47,1,0.9998983592081679,27,"(7, 8)"
0,2,48,1,0.9999785256191065,27,"(7, 8)"
0,2,49,1,0.9999517997258125,27,"(7, 8)"
0,2,50,1,0.9999971516263585,27,"(7, 8)"
0,2,51,1,0.9999744549848559,27,"(7, 8)"
0,2,52,1,0.9999955513804334,27,"(7, 8)"
0,2,53,1,0.999998886616973,27,"(7, 8)"
0,2,54,1,0.9999601387003344,27,"(7, 8)"
0,2,55,1,0.9999676909770949,27,"(7, 8)"
0,2,56,1,0.9999220782911925,27,"(7, 8)"
0,2,57,1,0.9999900016447961,27,"(7, 8)"
0,2,58,1,0.9999744549848559,27,"(7, 8)"
0,2,59,1,0.9999458041299594,27,"(7, 8)"
0,2,60,1,0.9999765342112942,27,"(7, 8)"
0,2,61,1,0.9999106081888747,27,"(7, 8)"
0,2,62,1,0.9999912883994836,27,"(7, 8)"
0,2,63,1,0.99999461835823,27,"(7, 8)"
0,2,64,1,0.9999924868090577,27,"(7, 8)"
0,2,65,1,0.9999145181752934,27,"(7, 8)"
0,2,66,1,0.9999963958227343,27,"(7, 8)"
0,2,67,1,0.9999700333094559,27,"(7, 8)"
0,2,68,1,0.9999856118961089,27,"(7, 8)"
0,2,69,1,0.9999900016447961,27,"(7, 8)"
0,2,70,1,0.9999700333094559,27,"(7, 8)"
0,2,71,1,0.9999676909770949,27,"(7, 8)"
0,2,72,1,0.9999924868090577,27,"(7, 8)"
0,2,73,1,0.9999822447453169,27,"(7, 8)"
0,2,74,1,0.9999935968148672,27,"(7, 8)"
0,2,75,1,0.9999785256191065,27,"(7, 8)"
0,2,76,1,0.9999900016447961,27,"(7, 8)"
0,2,77,1,0.9999361574774643,27,"(7, 8)"
0,2,78,1,0.99999461835823,27,"(7, 8)"
0,2,79,1,0.9998897612795742,27,"(7, 8)"
0,2,80,1,0.9999822447453169,27,"(7, 8)"
0,2,81,1,0.9999394600521593,27,"(7, 8)"
0,2,82,1,0.999998886616973,27,"(7, 8)"
0,2,83,1,0.9999765342112942,27,"(7, 8)"
0,2,84,1,0.9999574463755017,27,"(7, 8)"
0,2,85,1,0.9999458041299594,27,"(7, 8)"
0,2,86,1,0.9999220782911925,27,"(7, 8)"
0,2,87,1,0.999962743614325,27,"(7, 8)"
0,2,88,1,0.9999983970823285,27,"(7, 8)"
0,2,89,1,0.9999574463755017,27,"(7, 8)"
0,2,90,1,0.9999886266036162,27,"(7, 8)"
0,2,91,1,0.9999924868090577,27,"(7, 8)"
0,2,92,1,0.999962743614325,27,"(7, 8)"
0,2,93,1,0.9999220782911925,27,"(7, 8)"
0,2,94,1,0.9998941033996138,27,"(7, 8)"
0,2,95,1,0.9999066116604328,27,"(7, 8)"
0,2,96,1,0.9998897612795742,27,"(7, 8)"
0,2,97,1,0.9999871633345339,27,"(7, 8)"
0,2,98,1,0.999998886616973,27,"(7, 8)"
0,2,99,1,0.9998941033996138,27,"(7, 8)"
0,2,100,1,0.9999912883994836,27,"(7, 8)"
0,2,101,1,0.9999394600521593,27,"(7, 8)"
0,2,102,1,0.9999574463755017,27,"(7, 8)"
0,2,103,1,0.9998941033996138,27,"(7, 8)"
0,2,104,1,0.9999394600521593,27,"(7, 8)"
0,2,105,1,0.9999676909770949,27,"(7, 8)"
0,2,106,1,0.9999822447453169,27,"(7, 8)"
0,2,107,1,0.9998983592081679,27,"(7, 8)"
0,2,108,1,0.9999458041299594,27,"(7, 8)"
0,2,109,1,0.9999822447453169,27,"(7, 8)"
0,2,110,1,0.9999785256191065,27,"(7, 8)"
0,2,111,1,0.9998897612795742,27,"(7, 8)"
0,2,112,1,0.999962743614325,27,"(7, 8)"
0,2,113,1,0.9998897612795742,27,"(7, 8)"
0,2,114,1,0.9999785256191065,27,"(7, 8)"
0,2,115,1,0.9999327679561445,27,"(7, 8)"
0,2,116,1,0.9999361574774643,27,"(7, 8)"
0,2,117,1,0.9999327679561445,27,"(7, 8)"
0,2,118,1,0.9999886266036162,27,"(7, 8)"
0,2,119,1,0.9998897612795742,27,"(7, 8)"
0,2,120,1,0.9999426756223081,27,"(7, 8)"
0,2,121,1,0.9999574463755017,27,"(7, 8)"
0,2,122,1,0.9999765342112942,27,"(7, 8)"
0,2,123,1,0.999962743614325,27,"(7, 8)"
0,2,124,1,0.9999744549848559,27,"(7, 8)"
0,2,125,1,0.9999546666979601,27,"(7, 8)"
0,2,126,1,0.9999292915460904,27,"(7, 8)"
0,2,127,1,0.9999983970823285,27,"(7, 8)"
0,2,128,1,0.9999361574774643,27,"(7, 8)"
0,2,129,1,0.9999292915460904,27,"(7, 8)"
0,2,130,1,0.999998886616973,27,"(7, 8)"
0,2,131,1,0.9999765342112942,27,"(7, 8)"
0,2,132,1,0.9998983592081679,27,"(7, 8)"
0,2,133,1,0.9999900016447961,27,"(7, 8)"
0,2,134,1,0.9999517997258125,27,"(7, 8)"
0,2,135,1,0.9999488455171315,27,"(7, 8)"
0,2,136,1,0.9999971516263585,27,"(7, 8)"
0,2,137,1,0.9999394600521593,27,"(7, 8)"
0,2,138,1,0.9999700333094559,27,"(7, 8)"
0,2,139,1,0.999962743614325,27,"(7, 8)"
0,2,140,1,0.9999652610593098,27,"(7, 8)"
0,2,141,1,0.9999458041299594,27,"(7, 8)"
0,2,142,1,0.999998886616973,27,"(7, 8)"
0,2,143,1,0.9999804291499164,27,"(7, 8)"
0,2,144,1,0.9999361574774643,27,"(7, 8)"
0,2,145,1,0.9999426756223081,27,"(7, 8)"
0,2,146,1,0.9999488455171315,27,"(7, 8)"
0,2,147,1,0.9999983970823285,27,"(7, 8)"
0,2,148,1,0.9999426756223081,27,"(7, 8)"
0,2,149,1,0.9999488455171315,27,"(7, 8)"
0,2,150,1,0.9999871633345339,27,"(7, 8)"
0,2,151,1,0.9999978187325017,27,"(7, 8)"
0,2,152,1,0.9999361574774643,27,"(7, 8)"
0,2,153,1,0.9999458041299594,27,"(7, 8)"
0,2,154,1,0.9999676909770949,27,"(7, 8)"
0,2,155,1,0.9999700333094559,27,"(7, 8)"
0,2,156,1,0.999925728305163,27,"(7, 8)"
0,2,157,1,0.9999871633345339,27,"(7, 8)"
0,2,158,1,0.9999935968148672,27,"(7, 8)"
0,2,159,1,0.9999900016447961,27,"(7, 8)"
0,2,160,1,0.9999546666979601,27,"(7, 8)"
0,2,161,1,0.999998886616973,27,"(7, 8)"
0,2,162,1,0.9999935968148672,27,"(7, 8)"
0,2,163,1,0.9999785256191065,27,"(7, 8)"
0,2,164,1,0.9999066116604328,27,"(7, 8)"
0,2,165,1,0.9999145181752934,27,"(7, 8)"
0,2,166,1,0.9998897612795742,27,"(7, 8)"
0,2,167,1,0.9999183415619793,27,"(7, 8)"
0,2,168,1,0.9999935968148672,27,"(7, 8)"
0,2,169,1,0.9999652610593098,27,"(7, 8)"
0,2,170,1,0.9999822447453169,27,"(7, 8)"
0,2,171,1,0.9999912883994836,27,"(7, 8)"
0,2,172,1,0.9999183415619793,27,"(7, 8)"
0,2,173,1,0.9999935968148672,27,"(7, 8)"
0,2,174,1,0.9999394600521593,27,"(7, 8)"
0,2,175,1,0.9999361574774643,27,"(7, 8)"
0,2,176,1,0.999962743614325,27,"(7, 8)"
0,2,177,1,0.999998886616973,27,"(7, 8)"
0,2,178,1,0.9999785256191065,27,"(7, 8)"
0,2,179,1,0.9999292915460904,27,"(7, 8)"
0,2,180,1,0.9999546666979601,27,"(7, 8)"
0,2,181,1,0.9999517997258125,27,"(7, 8)"
0,2,182,1,0.9999804291499164,27,"(7, 8)"
0,2,183,1,0.9999804291499164,27,"(7, 8)"
0,2,184,1,0.9999856118961089,27,"(7, 8)"
0,2,185,1,0.9999804291499164,27,"(7, 8)"
0,2,186,1,0.9999458041299594,27,"(7, 8)"
0,2,187,1,0.9999955513804334,27,"(7, 8)"
0,2,188,1,0.9999924868090577,27,"(7, 8)"
0,2,189,1,0.9999765342112942,27,"(7, 8)"
0,2,190,1,0.9999839723468704,27,"(7, 8)"
0,2,191,1,0.999972287998138,27,"(7, 8)"
0,2,192,1,0.9999924868090577,27,"(7, 8)"
0,2,193,1,0.9999963958227343,27,"(7, 8)"
0,2,194,1,0.9999066116604328,27,"(7, 8)"
0,2,195,1,0.9999676909770949,27,"(7, 8)"
0,2,196,1,0.9999145181752934,27,"(7, 8)"
0,2,197,1,0.9999676909770949,27,"(7, 8)"
0,2,198,1,0.9999106081888747,27,"(7, 8)"
0,2,199,1,0.9999785256191065,27,"(7, 8)"
0,2,200,1,0.9999292915460904,27,"(7, 8)"
0,3,1,1,0.9999988572893056,26,"(6, 8)"
0,3,2,1,0.999987694642854,26,"(6, 8)"
0,3,3,1,0.9999988572893056,26,"(6, 8)"
0,3,4,1,0.9999590899925566,26,"(6, 8)"
0,3,5,1,0.9999991603243038,26,"(6, 8)"
0,3,6,1,0.9999571254979869,26,"(6, 8)"
0,3,7,1,0.9999776739807119,26,"(6, 8)"
0,3,8,1,0.9999887396276474,26,"(6, 8)"
0,3,9,1,0.9999866034738182,26,"(6, 8)"
0,3,10,1,0.9999971799934302,26,"(6, 8)"
0,3,11,1,0.9999628816582098,26,"(6, 8)"
0,3,12,1,0.999987694642854,26,"(6, 8)"
0,3,13,1,0.9999954342277406,26,"(6, 8)"
0,3,14,1,0.9999940384329693,26,"(6, 8)"
0,3,15,1,0.9999988572893056,26,"(6, 8)"
0,3,16,1,0.9999988572893056,26,"(6, 8)"
0,3,17,1,0.9999954342277406,26,"(6, 8)"
0,3,18,1,0.999968225519718,26,"(6, 8)"
0,3,19,1,0.9999530592946982,26,"(6, 8)"
0,3,20,1,0.999991597256216,26,"(6, 8)"
0,3,21,1,0.9999699150827693,26,"(6, 8)"
0,3,22,1,0.9999551152580811,26,"(6, 8)"
0,3,23,1,0.9999976690464867,26,"(6, 8)"
0,3,24,1,0.999964708785534,26,"(6, 8)"
0,3,25,1,0.9999790878232495,26,"(6, 8)"
0,3,26,1,0.9999932710165832,26,"(6, 8)"
0,3,27,1,0.9999610087199227,26,"(6, 8)"
0,3,28,1,0.9999906909563724,26,"(6, 8)"
0,3,29,1,0.9999731564912081,26,"(6, 8)"
0,3,30,1,0.9999762141298888,26,"(6, 8)"
0,3,31,1,0.9999762141298888,26,"(6, 8)"
0,3,32,1,0.9999628816582098,26,"(6, 8)"
0,3,33,1,0.9999854661425636,26,"(6, 8)"
0,3,34,1,0.9999932710165832,26,"(6, 8)"
0,3,35,1,0.9999887396276474,26,"(6, 8)"
0,3,36,1,0.9999940384329693,26,"(6, 8)"
0,3,37,1,0.9999994167993984,26,"(6, 8)"
0,3,38,1,0.9999947595107183,26,"(6, 8)"
0,3,39,1,0.9999897384061669,26,"(6, 8)"
0,3,40,1,0.9999551152580811,26,"(6, 8)"
0,3,41,1,0.9999991603243038,26,"(6, 8)"
0,3,42,1,0.9999854661425636,26,"(6, 8)"
0,3,43,1,0.9999940384329693,26,"(6, 8)"
0,3,44,1,0.9999610087199227,26,"(6, 8)"
0,3,45,1,0.9999994167993984,26,"(6, 8)"
0,3,46,1,0.9999610087199227,26,"(6, 8)"
0,3,47,1,0.999946617282157,26,"(6, 8)"
0,3,48,1,0.9999887396276474,26,"(6, 8)"
0,3,49,1,0.9999747082927377,26,"(6, 8)"
0,3,50,1,0.9999985077165676,26,"(6, 8)"
0,3,51,1,0.9999866034738182,26,"(6, 8)"
0,3,52,1,0.9999976690464867,26,"(6, 8)"
0,3,53,1,0.9999994167993984,26,"(6, 8)"
0,3,54,1,0.9999790878232495,26,"(6, 8)"
0,3,55,1,0.99998305308145,26,"(6, 8)"
0,3,56,1,0.9999590899925566,26,"(6, 8)"
0,3,57,1,0.9999947595107183,26,"(6, 8)"
0,3,58,1,0.9999866034738182,26,"(6, 8)"
0,3,59,1,0.999971558747241,26,"(6, 8)"
0,3,60,1,0.999987694642854,26,"(6, 8)"
0,3,61,1,0.9999530592946982,26,"(6, 8)"
0,3,62,1,0.9999954342277406,26,"(6, 8)"
0,3,63,1,0.9999971799934302,26,"(6, 8)"
0,3,64,1,0.9999960625619387,26,"(6, 8)"
0,3,65,1,0.9999551152580811,26,"(6, 8)"
0,3,66,1,0.9999981116282455,26,"(6, 8)"
0,3,67,1,0.9999842826711052,26,"(6, 8)"
0,3,68,1,0.9999924572836412,26,"(6, 8)"
0,3,69,1,0.9999947595107183,26,"(6, 8)"
0,3,70,1,0.9999842826711052,26,"(6, 8)"
0,3,71,1,0.99998305308145,26,"(6, 8)"
0,3,72,1,0.9999960625619387,26,"(6, 8)"
0,3,73,1,0.9999906909563724,26,"(6, 8)"
0,3,74,1,0.9999966444912066,26,"(6, 8)"
0,3,75,1,0.9999887396276474,26,"(6, 8)"
0,3,76,1,0.9999947595107183,26,"(6, 8)"
0,3,77,1,0.9999664900800034,26,"(6, 8)"
0,3,78,1,0.9999971799934302,26,"(6, 8)"
0,3,79,1,0.9999420943901279,26,"(6, 8)"
0,3,80,1,0.9999906909563724,26,"(6, 8)"
0,3,81,1,0.999968225519718,26,"(6, 8)"
0,3,82,1,0.9999994167993984,26,"(6, 8)"
0,3,83,1,0.999987694642854,26,"(6, 8)"
0,3,84,1,0.9999776739807119,26,"(6, 8)"
0,3,85,1,0.999971558747241,26,"(6, 8)"
0,3,86,1,0.9999590899925566,26,"(6, 8)"
0,3,87,1,0.9999804556355358,26,"(6, 8)"
0,3,88,1,0.9999991603243038,26,"(6, 8)"
0,3,89,1,0.9999776739807119,26,"(6, 8)"
0,3,90,1,0.9999940384329693,26,"(6, 8)"
0,3,91,1,0.9999960625619387,26,"(6, 8)"
0,3,92,1,0.9999804556355358,26,"(6, 8)"
0,3,93,1,0.9999590899925566,26,"(6, 8)"
0,3,94,1,0.9999443786432943,26,"(6, 8)"
0,3,95,1,0.9999509576296894,26,"(6, 8)"
0,3,96,1,0.9999420943901279,26,"(6, 8)"
0,3,97,1,0.9999932710165832,26,"(6, 8)"
0,3,98,1,0.9999994167993984,26,"(6, 8)"
