Beta_p,Task_ID,Primary_Server,Primary_Marginal_Failure,Independent_Selected_Backup,Independent_Backup_Marginal_Failure,Independent_Selected_Distance_km,Independent_Selected_Rho_phy,Independent_Assumed_Joint_Risk,Independent_Actual_Joint_Risk,Correlation_Aware_Selected_Backup,Correlation_Aware_Backup_Marginal_Failure,Correlation_Aware_Selected_Distance_km,Correlation_Aware_Selected_Rho_phy,Correlation_Aware_Actual_Joint_Risk,Selection_Changed,Absolute_Risk_Reduction,Relative_Risk_Reduction,Independent_Assumption_Underestimation,Independent_Assumption_Underestimation_Ratio
0.0,3,7,0.0001514155161276,8,0.000199981244588,1.0329145370926014,0.126713192370195,3.0280263365131834e-08,3.0280263365159965e-08,8,0.000199981244588,1.0329145370926014,0.126713192370195,3.0280263365159965e-08,False,0.0,0.0,2.8130758271703365e-20,9.29034627006331e-13
0.0,3,8,0.000199981244588,7,0.0001514155161276,1.0329145370926014,0.126713192370195,3.0280263365131834e-08,3.0280263365159965e-08,7,0.0001514155161276,1.0329145370926014,0.126713192370195,3.0280263365159965e-08,False,0.0,0.0,2.8130758271703365e-20,9.29034627006331e-13
0.0,4,1,0.0037202447218862,7,0.0002023392378061,0.989629775327275,0.1381715084459112,7.527514814786202e-07,7.527514814786805e-07,7,0.0002023392378061,0.989629775327275,0.1381715084459112,7.527514814786805e-07,False,0.0,0.0,6.03510974918689e-20,8.01581023779363e-14
0.0,4,2,0.01007404088708,7,0.0002023392378061,0.9425511542841536,0.1518135268103064,2.038373754719255e-06,2.038373754719398e-06,7,0.0002023392378061,0.9425511542841536,0.1518135268103064,2.038373754719398e-06,False,0.0,0.0,1.427250516123496e-19,6.994405055138486e-14
0.0,4,3,0.0065709385251118,7,0.0002023392378061,0.7573646464477674,0.2198676965397751,1.3295586928418606e-06,1.3295586928419575e-06,7,0.0002023392378061,0.7573646464477674,0.2198676965397751,1.3295586928419575e-06,False,0.0,0.0,9.698527246061739e-20,7.30526750203353e-14
0.0,4,4,0.0064694327093567,7,0.0002023392378061,0.5325002552302455,0.3447276787973151,1.3090200834490871e-06,1.3090200834491877e-06,7,0.0002023392378061,0.5325002552302455,0.3447276787973151,1.3090200834491877e-06,False,0.0,0.0,1.0058516248644817e-19,7.682743330406083e-14
0.0,4,5,0.0058839022725847,7,0.0002023392378061,0.5627056356434252,0.3245189745730765,1.190544301160368e-06,1.1905443011604572e-06,7,0.0002023392378061,0.5627056356434252,0.3245189745730765,1.1905443011604572e-06,False,0.0,0.0,8.915021769851511e-20,7.482903185973555e-14
0.0,4,6,0.011752583899973,7,0.0002023392378061,0.5249976332981291,0.3499394055117266,2.378008868572779e-06,2.378008868572947e-06,7,0.0002023392378061,0.5249976332981291,0.3499394055117266,2.378008868572947e-06,False,0.0,0.0,1.6813604002997862e-19,7.061018436615996e-14
0.0,4,7,0.0002023392378061,8,0.0002672362985817,1.0329145370926014,0.126713192370195,5.4072388969144546e-08,5.407238896915821e-08,8,0.0002672362985817,1.0329145370926014,0.126713192370195,5.407238896915821e-08,False,0.0,0.0,1.3665023719376017e-20,2.5268676040468563e-13
0.0,4,8,0.0002672362985817,7,0.0002023392378061,1.0329145370926014,0.126713192370195,5.4072388969144546e-08,5.407238896915821e-08,7,0.0002023392378061,1.0329145370926014,0.126713192370195,5.407238896915821e-08,False,0.0,0.0,1.3665023719376017e-20,2.5268676040468563e-13
0.0,5,1,0.0097441566229166,7,0.0005314921104064,0.989629775327275,0.1381715084459112,5.1789423676444436e-06,5.178942367645251e-06,7,0.0005314921104064,0.989629775327275,0.1381715084459112,5.178942367645251e-06,False,0.0,0.0,8.072223987333482e-19,1.5587531265737198e-13
0.0,5,2,0.0262497577550066,7,0.0005314921104064,0.9425511542841536,0.1518135268103064,1.3951539146865223e-05,1.3951539146867383e-05,7,0.0005314921104064,0.9425511542841536,0.1518135268103064,1.3951539146867383e-05,False,0.0,0.0,2.159934015498466e-18,1.5476508963274682e-13
0.0,5,3,0.017170812556386,7,0.0005314921104064,0.7573646464477674,0.2198676965397751,9.126151402986308e-06,9.126151402987748e-06,7,0.0005314921104064,0.7573646464477674,0.2198676965397751,9.126151402987748e-06,False,0.0,0.0,1.4399560103323106e-18,1.5787371410169726e-13
0.0,5,4,0.0169069629676044,7,0.0005314921104064,0.5325002552302455,0.3447276787973151,8.985917428214914e-06,8.985917428216358e-06,7,0.0005314921104064,0.5325002552302455,0.3447276787973151,8.985917428216358e-06,False,0.0,0.0,1.4433441421213278e-18,1.6053824936079764e-13
0.0,5,5,0.015384105411073,7,0.0005314921104064,0.5627056356434252,0.3245189745730765,8.176530651645707e-06,8.176530651646996e-06,7,0.0005314921104064,0.5627056356434252,0.3245189745730765,8.176530651646996e-06,False,0.0,0.0,1.2891841457210451e-18,1.5765166949677223e-13
0.0,5,6,0.0305815360791921,7,0.0005314921104064,0.5249976332981291,0.3499394055117266,1.6253845150199274e-05,1.6253845150201825e-05,7,0.0005314921104064,0.5249976332981291,0.3499394055117266,1.6253845150201825e-05,False,0.0,0.0,2.5512632371299526e-18,1.5698553568199713e-13
0.0,5,7,0.0005314921104064,8,0.0007019226031474,1.0329145370926014,0.126713192370195,3.730663256887656e-07,3.730663256888672e-07,8,0.0007019226031474,1.0329145370926014,0.126713192370195,3.730663256888672e-07,False,0.0,0.0,1.0159101411131265e-19,2.722266856380884e-13
0.0,5,8,0.0007019226031474,7,0.0005314921104064,1.0329145370926014,0.126713192370195,3.730663256887656e-07,3.730663256888672e-07,7,0.0005314921104064,1.0329145370926014,0.126713192370195,3.730663256888672e-07,False,0.0,0.0,1.0159101411131265e-19,2.722266856380884e-13
0.0,6,1,0.005585389409842,7,0.0003040510830479,0.989629775327275,0.1381715084459112,1.698243699306731e-06,1.6982436993068075e-06,7,0.0003040510830479,0.989629775327275,0.1381715084459112,1.6982436993068075e-06,False,0.0,0.0,7.64447234897006e-20,4.5075054799781356e-14
0.0,6,2,0.0151004259465036,7,0.0003040510830479,0.9425511542841536,0.1518135268103064,4.59130086351903e-06,4.591300863519249e-06,7,0.0003040510830479,0.9425511542841536,0.1518135268103064,4.591300863519249e-06,False,0.0,0.0,2.185345003916095e-19,4.75175454539567e-14
0.0,6,3,0.0098581903426389,7,0.0003040510830479,0.7573646464477674,0.2198676965397751,2.9973934505717058e-06,2.99739345057185e-06,7,0.0003040510830479,0.7573646464477674,0.2198676965397751,2.99739345057185e-06,False,0.0,0.0,1.444191175068582e-19,4.8183679268731794e-14
0.0,6,4,0.0097061526901623,7,0.0003040510830479,0.5325002552302455,0.3447276787973151,2.9511662376721355e-06,2.951166237672271e-06,7,0.0003040510830479,0.5325002552302455,0.3447276787973151,2.951166237672271e-06,False,0.0,0.0,1.3552527156068805e-19,4.596323321948148e-14
0.0,6,5,0.0088289798267302,7,0.0003040510830479,0.5627056356434252,0.3245189745730765,2.684460878525378e-06,2.684460878525491e-06,7,0.0003040510830479,0.5627056356434252,0.3245189745730765,2.684460878525491e-06,False,0.0,0.0,1.1265538198482195e-19,4.196643033083092e-14
0.0,6,6,0.0176089891107308,7,0.0003040510830479,0.5249976332981291,0.3499394055117266,5.354032210496378e-06,5.3540322104966125e-06,7,0.0003040510830479,0.5249976332981291,0.3499394055117266,5.3540322104966125e-06,False,0.0,0.0,2.346281263894412e-19,4.374278717023117e-14
0.0,6,7,0.0003040510830479,8,0.0004015640326553,1.0329145370926014,0.126713192370195,1.2209597904192624e-07,1.220959790419423e-07,8,0.0004015640326553,1.0329145370926014,0.126713192370195,1.220959790419423e-07,False,0.0,0.0,1.606715621823001e-20,1.3167245072054357e-13
0.0,6,8,0.0004015640326553,7,0.0003040510830479,1.0329145370926014,0.126713192370195,1.2209597904192624e-07,1.220959790419423e-07,7,0.0003040510830479,1.0329145370926014,0.126713192370195,1.220959790419423e-07,False,0.0,0.0,1.606715621823001e-20,1.3167245072054357e-13
0.0,7,1,0.0075997556226016,7,0.0004141032621779,0.989629775327275,0.1381715084459112,3.1470835950741605e-06,3.1470835950748373e-06,7,0.0004141032621779,0.989629775327275,0.1381715084459112,3.1470835950748373e-06,False,0.0,0.0,6.76779324856186e-19,2.149391775674303e-13
0.0,7,2,0.0205108015513315,7,0.0004141032621779,0.9425511542841536,0.1518135268103064,8.493589832289906e-06,8.493589832291643e-06,7,0.0004141032621779,0.9425511542841536,0.1518135268103064,8.493589832291643e-06,False,0.0,0.0,1.7364175418713157e-18,2.0450308113595383e-13
0.0,7,3,0.0134031194795413,7,0.0004141032621779,0.7573646464477674,0.2198676965397751,5.5502754998382105e-06,5.550275499839365e-06,7,0.0004141032621779,0.7573646464477674,0.2198676965397751,5.550275499839365e-06,False,0.0,0.0,1.1545059071076114e-18,2.0805579481475434e-13
0.0,7,4,0.0131967756120722,7,0.0004141032621779,0.5325002552302455,0.3447276787973151,5.464827831188851e-06,5.464827831189982e-06,7,0.0004141032621779,0.5325002552302455,0.3447276787973151,5.464827831189982e-06,False,0.0,0.0,1.1316360175317453e-18,2.071676163950542e-13
0.0,7,5,0.0120060620966871,7,0.0004141032621779,0.5627056356434252,0.3245189745730765,4.971749480148566e-06,4.971749480149604e-06,7,0.0004141032621779,0.5627056356434252,0.3245189745730765,4.971749480149604e-06,False,0.0,0.0,1.037615360386518e-18,2.0872192862952943e-13
0.0,7,6,0.0239071978507318,7,0.0004141032621779,0.5249976332981291,0.3499394055117266,9.900048619520517e-06,9.90004861952256e-06,7,0.0004141032621779,0.5249976332981291,0.3499394055117266,9.90004861952256e-06,False,0.0,0.0,2.0430434687773724e-18,2.0627943797535409e-13
0.0,7,7,0.0004141032621779,8,0.0005469016535848,1.0329145370926014,0.126713192370195,2.2647375883995351e-07,2.2647375884004041e-07,8,0.0005469016535848,1.0329145370926014,0.126713192370195,2.2647375884004041e-07,False,0.0,0.0,8.690028643237088e-20,3.836930773104541e-13
0.0,7,8,0.0005469016535848,7,0.0004141032621779,1.0329145370926014,0.126713192370195,2.2647375883995351e-07,2.2647375884004041e-07,7,0.0004141032621779,1.0329145370926014,0.126713192370195,2.2647375884004041e-07,False,0.0,0.0,8.690028643237088e-20,3.836930773104541e-13
0.0,8,1,0.0048883101035067,7,0.0002660161935712,0.989629775327275,0.1381715084459112,1.300369646730491e-06,1.30036964673074e-06,7,0.0002660161935712,0.989629775327275,0.1381715084459112,1.30036964673074e-06,False,0.0,0.0,2.490276864927643e-19,1.91402449445377e-13
0.0,8,2,0.0132237564516342,7,0.0002660161935712,0.9425511542841536,0.1518135268103064,3.5177333559763285e-06,3.5177333559769434e-06,7,0.0002660161935712,0.9425511542841536,0.1518135268103064,3.5177333559769434e-06,False,0.0,0.0,6.14945919706622e-19,1.7474910407599964e-13
0.0,8,3,0.0086301668402228,7,0.0002660161935712,0.7573646464477674,0.2198676965397751,2.29576413272046e-06,2.2957641327208776e-06,7,0.0002660161935712,0.7573646464477674,0.2198676965397751,2.2957641327208776e-06,False,0.0,0.0,4.1758724299637007e-19,1.8185453143360064e-13
0.0,8,4,0.0084969869836189,7,0.0002660161935712,0.5325002552302455,0.3447276787973151,2.2603361342063323e-06,2.260336134206745e-06,7,0.0002660161935712,0.5325002552302455,0.3447276787973151,2.260336134206745e-06,False,0.0,0.0,4.1250504531284427e-19,1.8252066524837574e-13
0.0,8,5,0.0077286630754765,7,0.0002660161935712,0.5627056356434252,0.3245189745730765,2.0559495327325427e-06,2.0559495327329077e-06,7,0.0002660161935712,0.5627056356434252,0.3245189745730765,2.0559495327329077e-06,False,0.0,0.0,3.6507120026660345e-19,1.7763568394002505e-13
0.0,8,6,0.0154230048895054,7,0.0002660161935712,0.5249976332981291,0.3499394055117266,4.102769054136233e-06,4.102769054136963e-06,7,0.0002660161935712,0.5249976332981291,0.3499394055117266,4.102769054136963e-06,False,0.0,0.0,7.301424005332069e-19,1.7785772854495008e-13
0.0,8,7,0.0002660161935712,8,0.0003513330264854,1.0329145370926014,0.126713192370195,9.34602743814957e-08,9.346027438152757e-08,8,0.0003513330264854,1.0329145370926014,0.126713192370195,9.346027438152757e-08,False,0.0,0.0,3.186961464044305e-20,3.410605131648481e-13
0.0,8,8,0.0003513330264854,7,0.0002660161935712,1.0329145370926014,0.126713192370195,9.34602743814957e-08,9.346027438152757e-08,7,0.0002660161935712,1.0329145370926014,0.126713192370195,9.346027438152757e-08,False,0.0,0.0,3.186961464044305e-20,3.410605131648481e-13
0.0,9,1,0.0052075465771953,7,0.0002834316341678,0.989629775327275,0.1381715084459112,1.4759834363793973e-06,1.4759834363794674e-06,7,0.0002834316341678,0.989629775327275,0.1381715084459112,1.4759834363794674e-06,False,0.0,0.0,7.009197638529335e-20,4.75175454539567e-14
0.0,9,2,0.0140834816744389,7,0.0002834316341678,0.9425511542841536,0.1518135268103064,3.991704225758481e-06,3.991704225758629e-06,7,0.0002834316341678,0.9425511542841536,0.1518135268103064,3.991704225758629e-06,False,0.0,0.0,1.4738373282224826e-19,3.68594044175552e-14
0.0,9,3,0.0091926381799168,7,0.0002834316341678,0.7573646464477674,0.2198676965397751,2.605484461647129e-06,2.6054844616472303e-06,7,0.0002834316341678,0.7573646464477674,0.2198676965397751,2.6054844616472303e-06,False,0.0,0.0,1.0122043719688889e-19,3.885780586188048e-14
0.0,9,4,0.0090508180082306,7,0.0002834316341678,0.5325002552302455,0.3447276787973151,2.5652881386281518e-06,2.56528813862823e-06,7,0.0002834316341678,0.5325002552302455,0.3447276787973151,2.56528813862823e-06,False,0.0,0.0,7.835054762102278e-20,3.064215547965432e-14
0.0,9,5,0.0082326231684949,7,0.0002834316341678,0.5627056356434252,0.3245189745730765,2.333385838134201e-06,2.3333858381342984e-06,7,0.0002834316341678,0.5627056356434252,0.3245189745730765,2.3333858381342984e-06,False,0.0,0.0,9.740878893424454e-20,4.1744385725905886e-14
0.0,9,6,0.0164245175375999,7,0.0002834316341678,0.5249976332981291,0.3499394055117266,4.65522784609963e-06,4.655227846099783e-06,7,0.0002834316341678,0.5249976332981291,0.3499394055117266,4.655227846099783e-06,False,0.0,0.0,1.5331296345302836e-19,3.2862601528904634e-14
0.0,9,7,0.0002834316341678,8,0.0003743329092239,1.0329145370926014,0.126713192370195,1.060977881841167e-07,1.0609778818412557e-07,8,0.0003743329092239,1.0329145370926014,0.126713192370195,1.0609778818412557e-07,False,0.0,0.0,8.867376166568457e-21,8.348877145181177e-14
0.0,9,8,0.0003743329092239,7,0.0002834316341678,1.0329145370926014,0.126713192370195,1.060977881841167e-07,1.0609778818412557e-07,7,0.0002834316341678,1.0329145370926014,0.126713192370195,1.0609778818412557e-07,False,0.0,0.0,8.867376166568457e-21,8.348877145181177e-14
0.0,10,1,0.0058568191423222,7,0.000318867983379,0.989629775327275,0.1381715084459112,1.8675521089278044e-06,1.867552108928196e-06,7,0.000318867983379,0.989629775327275,0.1381715084459112,1.867552108928196e-06,False,0.0,0.0,3.9154097986830033e-19,2.0961010704922955e-13
0.0,10,2,0.0158305556481546,7,0.000318867983379,0.9425511542841536,0.1518135268103064,5.047857355296096e-06,5.047857355297146e-06,7,0.000318867983379,0.9425511542841536,0.1518135268103064,5.047857355297146e-06,False,0.0,0.0,1.0503208545953324e-18,2.0805579481475434e-13
0.0,10,3,0.0103361809171507,7,0.000318867983379,0.7573646464477674,0.2198676965397751,3.295877164892346e-06,3.2958771648930178e-06,7,0.000318867983379,0.7573646464477674,0.2198676965397751,3.2958771648930178e-06,False,0.0,0.0,6.716971271726602e-19,2.0383694732117874e-13
0.0,10,4,0.0101768094198208,7,0.000318867983379,0.5325002552302455,0.3447276787973151,3.2450586969306696e-06,3.2450586969313514e-06,7,0.000318867983379,0.5325002552302455,0.3447276787973151,3.2450586969313514e-06,False,0.0,0.0,6.818615225397118e-19,2.1005419625907962e-13
0.0,10,5,0.0092573010595475,7,0.000318867983379,0.5627056356434252,0.3245189745730765,2.9518569203901913e-06,2.95185692039081e-06,7,0.000318867983379,0.5627056356434252,0.3245189745730765,2.95185692039081e-06,False,0.0,0.0,6.187575679692664e-19,2.0961010704922955e-13
0.0,10,6,0.0184592710384761,7,0.000318867983379,0.5249976332981291,0.3499394055117266,5.886070530685253e-06,5.886070530686446e-06,7,0.000318867983379,0.5249976332981291,0.3499394055117266,5.886070530686446e-06,False,0.0,0.0,1.1934694226813092e-18,2.0272672429655358e-13
0.0,10,7,0.000318867983379,8,0.0004211318955129,1.0329145370926014,0.126713192370195,1.3428547825877415e-07,1.3428547825883006e-07,8,0.0004211318955129,1.0329145370926014,0.126713192370195,1.3428547825883006e-07,False,0.0,0.0,5.590417451878382e-20,4.163336342344337e-13
0.0,10,8,0.0004211318955129,7,0.000318867983379,1.0329145370926014,0.126713192370195,1.3428547825877415e-07,1.3428547825883006e-07,7,0.000318867983379,1.0329145370926014,0.126713192370195,1.3428547825883006e-07,False,0.0,0.0,5.590417451878382e-20,4.163336342344337e-13
0.0,11,1,0.0060980325887907,7,0.0003320386376259,0.989629775327275,0.1381715084459112,2.024782432980404e-06,2.024782432980697e-06,7,0.0003320386376259,0.989629775327275,0.1381715084459112,2.024782432980697e-06,False,0.0,0.0,2.930733997499879e-19,1.4477308241112041e-13
0.0,11,2,0.0164791182470202,7,0.0003320386376259,0.9425511542841536,0.1518135268103064,5.471703972016697e-06,5.471703972017426e-06,7,0.0003320386376259,0.9425511542841536,0.1518135268103064,5.471703972017426e-06,False,0.0,0.0,7.292953675859526e-19,1.3322676295501878e-13
0.0,11,3,0.0107608761079125,7,0.0003320386376259,0.7573646464477674,0.2198676965397751,3.5730266425323634e-06,3.573026642532837e-06,7,0.0003320386376259,0.7573646464477674,0.2198676965397751,3.573026642532837e-06,False,0.0,0.0,4.734914175151539e-19,1.325606291402437e-13
0.0,11,4,0.0105949914363771,7,0.0003320386376259,0.5325002552302455,0.3447276787973151,3.5179465221927294e-06,3.517946522193185e-06,7,0.0003320386376259,0.5325002552302455,0.3447276787973151,3.517946522193185e-06,False,0.0,0.0,4.557037256228136e-19,1.2945200467129325e-13
0.0,11,5,0.0096378831819743,7,0.0003320386376259,0.5627056356434252,0.3245189745730765,3.2001496013403204e-06,3.200149601340736e-06,7,0.0003320386376259,0.5627056356434252,0.3245189745730765,3.200149601340736e-06,False,0.0,0.0,4.154696606282343e-19,1.2989609388114332e-13
0.0,11,6,0.019214474285231,7,0.0003320386376259,0.5249976332981291,0.3499394055117266,6.37994786436599e-06,6.379947864366825e-06,7,0.0003320386376259,0.5249976332981291,0.3499394055117266,6.379947864366825e-06,False,0.0,0.0,8.351744859927401e-19,1.3100631690576847e-13
0.0,11,7,0.0003320386376259,8,0.000438525573883,1.0329145370926014,0.126713192370195,1.4560743411622727e-07,1.4560743411627322e-07,8,0.000438525573883,1.0329145370926014,0.126713192370195,1.4560743411627322e-07,False,0.0,0.0,4.5951537388545793e-20,3.155253835984695e-13
0.0,11,8,0.000438525573883,7,0.0003320386376259,1.0329145370926014,0.126713192370195,1.4560743411622727e-07,1.4560743411627322e-07,7,0.0003320386376259,1.0329145370926014,0.126713192370195,1.4560743411627322e-07,False,0.0,0.0,4.5951537388545793e-20,3.155253835984695e-13
0.0,12,1,0.0044173601552689,7,0.0002403339088081,0.989629775327275,0.1381715084459112,1.0616414327289302e-06,1.0616414327293342e-06,7,0.0002403339088081,0.989629775327275,0.1381715084459112,1.0616414327293342e-06,False,0.0,0.0,4.0403471584030126e-19,3.8058445284150366e-13
0.0,12,2,0.0119545920129381,7,0.0002403339088081,0.9425511542841536,0.1518135268103064,2.873093826675506e-06,2.873093826676553e-06,7,0.0002403339088081,0.9425511542841536,0.1518135268103064,2.873093826676553e-06,False,0.0,0.0,1.0469327228063152e-18,3.643751966819764e-13
0.0,12,3,0.0078001341358433,7,0.0002403339088081,0.7573646464477674,0.2198676965397751,1.8746367260947117e-06,1.8746367260953944e-06,7,0.0002403339088081,0.7573646464477674,0.2198676965397751,1.8746367260953944e-06,False,0.0,0.0,6.827085554869661e-19,3.6415315207705135e-13
0.0,12,4,0.0076797135909491,7,0.0002403339088081,0.5325002552302455,0.3447276787973151,1.845695585839487e-06,1.8456955858401569e-06,7,0.0002403339088081,0.5325002552302455,0.3447276787973151,1.8456955858401569e-06,False,0.0,0.0,6.69791303041338e-19,3.6282088444750116e-13
0.0,12,5,0.0069850295321201,7,0.0002403339088081,0.5627056356434252,0.3245189745730765,1.6787394505944374e-06,1.6787394505950447e-06,7,0.0002403339088081,0.5627056356434252,0.3245189745730765,1.6787394505950447e-06,False,0.0,0.0,6.073226231813333e-19,3.61710661422876e-13
0.0,12,6,0.0139442602760734,7,0.0002403339088081,0.5249976332981291,0.3499394055117266,3.351278577586236e-06,3.3512785775874408e-06,7,0.0002403339088081,0.5249976332981291,0.3499394055117266,3.3512785775874408e-06,False,0.0,0.0,1.2049043674692422e-18,3.594902153736257e-13
