Alpha,Heterogeneity_Scenario,Beta_p,Task_ID,Primary_Server,Lambda_Mean,Lambda_Std,Lambda_CV,Primary_Baseline_Lambda,Primary_Marginal_Failure,Independent_Selected_Backup,Independent_Backup_Lambda,Independent_Backup_Marginal_Failure,Independent_Selected_Rho_phy,Independent_Selected_Distance_km,Independent_Actual_Joint_Risk,Correlation_Aware_Selected_Backup,Correlation_Aware_Backup_Lambda,Correlation_Aware_Backup_Marginal_Failure,Correlation_Aware_Selected_Rho_phy,Correlation_Aware_Selected_Distance_km,Correlation_Aware_Actual_Joint_Risk,Selection_Changed,Absolute_Risk_Reduction,Relative_Risk_Reduction
0.0,H0,0.0,2,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006972968036117578,8,0.0019128140831276555,0.0014716592303594751,0.3540107070824934,0.5192140601550097,1.0261832773354017e-05,8,0.0019128140831276555,0.0014716592303594751,0.3540107070824934,0.5192140601550097,1.0261832773354017e-05,False,0.0,0.0
0.0,H0,0.0,2,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0020648410783576585,8,0.0019128140831276555,0.0014716592303594751,0.12671319237019502,1.0329145370926014,3.0387424321904604e-06,8,0.0019128140831276555,0.0014716592303594751,0.12671319237019502,1.0329145370926014,3.0387424321904604e-06,False,0.0,0.0
0.0,H0,0.0,2,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0014716592303594751,7,0.0019128140831276555,0.0020648410783576585,0.12671319237019502,1.0329145370926014,3.0387424321904604e-06,7,0.0019128140831276555,0.0020648410783576585,0.12671319237019502,1.0329145370926014,3.0387424321904604e-06,False,0.0,0.0
0.0,H0,0.0,3,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.003520439932749447,8,0.0019128140831276555,0.0009314530143678391,0.025396350832529932,1.836574891644758,3.2791243872603853e-06,8,0.0019128140831276555,0.0009314530143678391,0.025396350832529932,1.836574891644758,3.2791243872603853e-06,False,0.0,0.0
0.0,H0,0.0,3,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.004567725890405258,8,0.0019128140831276555,0.0009314530143678391,0.1712773597674974,0.8822355247676016,4.254622049424e-06,8,0.0019128140831276555,0.0009314530143678391,0.1712773597674974,0.8822355247676016,4.254622049424e-06,False,0.0,0.0
0.0,H0,0.0,3,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.004544010371598392,8,0.0019128140831276555,0.0009314530143678391,0.02802898486305948,1.78725806527452,4.232532157944047e-06,8,0.0019128140831276555,0.0009314530143678391,0.02802898486305948,1.78725806527452,4.232532157944047e-06,False,0.0,0.0
0.0,H0,0.0,3,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0038822103874956793,8,0.0019128140831276555,0.0009314530143678391,0.09898217615586608,1.1564077419430592,3.616096567842987e-06,8,0.0019128140831276555,0.0009314530143678391,0.09898217615586608,1.1564077419430592,3.616096567842987e-06,False,0.0,0.0
0.0,H0,0.0,3,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0049277843164121085,8,0.0019128140831276555,0.0009314530143678391,0.07217003908143543,1.314365145189487,4.5899995556766195e-06,8,0.0019128140831276555,0.0009314530143678391,0.07217003908143543,1.314365145189487,4.5899995556766195e-06,False,0.0,0.0
0.0,H0,0.0,3,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.004417854711754641,8,0.0019128140831276555,0.0009314530143678391,0.3540107070824934,0.5192140601550097,4.1150240883030215e-06,8,0.0019128140831276555,0.0009314530143678391,0.3540107070824934,0.5192140601550097,4.1150240883030215e-06,False,0.0,0.0
0.0,H0,0.0,3,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0013070364231634582,8,0.0019128140831276555,0.0009314530143678391,0.12671319237019502,1.0329145370926014,1.2174430162441617e-06,8,0.0019128140831276555,0.0009314530143678391,0.12671319237019502,1.0329145370926014,1.2174430162441617e-06,False,0.0,0.0
0.0,H0,0.0,3,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0009314530143678391,7,0.0019128140831276555,0.0013070364231634582,0.12671319237019502,1.0329145370926014,1.2174430162441617e-06,7,0.0019128140831276555,0.0013070364231634582,0.12671319237019502,1.0329145370926014,1.2174430162441617e-06,False,0.0,0.0
0.0,H0,0.0,4,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0047017585657822825,8,0.0019128140831276555,0.0012445538420239343,0.025396350832529932,1.836574891644758,5.851591687313283e-06,8,0.0019128140831276555,0.0012445538420239343,0.025396350832529932,1.836574891644758,5.851591687313283e-06,False,0.0,0.0
0.0,H0,0.0,4,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006099394711794715,8,0.0019128140831276555,0.0012445538420239343,0.1712773597674974,0.8822355247676016,7.591025122584581e-06,8,0.0019128140831276555,0.0012445538420239343,0.1712773597674974,0.8822355247676016,7.591025122584581e-06,False,0.0,0.0
0.0,H0,0.0,4,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006067751074668711,8,0.0019128140831276555,0.0012445538420239343,0.02802898486305948,1.78725806527452,7.551642912423801e-06,8,0.0019128140831276555,0.0012445538420239343,0.02802898486305948,1.78725806527452,7.551642912423801e-06,False,0.0,0.0
0.0,H0,0.0,4,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.005184608533269366,8,0.0019128140831276555,0.0012445538420239343,0.09898217615586608,1.1564077419430592,6.4525244694704635e-06,8,0.0019128140831276555,0.0012445538420239343,0.09898217615586608,1.1564077419430592,6.4525244694704635e-06,False,0.0,0.0
0.0,H0,0.0,4,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006579789827134751,8,0.0019128140831276555,0.0012445538420239343,0.07217003908143543,1.314365145189487,8.188902709070553e-06,8,0.0019128140831276555,0.0012445538420239343,0.07217003908143543,1.314365145189487,8.188902709070553e-06,False,0.0,0.0
0.0,H0,0.0,4,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.005899417207329284,8,0.0019128140831276555,0.0012445538420239343,0.3540107070824934,0.5192140601550097,7.342142351083769e-06,8,0.0019128140831276555,0.0012445538420239343,0.3540107070824934,0.5192140601550097,7.342142351083769e-06,False,0.0,0.0
0.0,H0,0.0,4,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0017462763686920675,8,0.0019128140831276555,0.0012445538420239343,0.12671319237019502,1.0329145370926014,2.173334963891317e-06,8,0.0019128140831276555,0.0012445538420239343,0.12671319237019502,1.0329145370926014,2.173334963891317e-06,False,0.0,0.0
0.0,H0,0.0,4,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0012445538420239343,7,0.0019128140831276555,0.0017462763686920675,0.12671319237019502,1.0329145370926014,2.173334963891317e-06,7,0.0019128140831276555,0.0017462763686920675,0.12671319237019502,1.0329145370926014,2.173334963891317e-06,False,0.0,0.0
0.0,H0,0.0,5,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.012305115355779416,8,0.0019128140831276555,0.0032663449345632914,0.025396350832529932,1.836574891644758,4.019275121156707e-05,8,0.0019128140831276555,0.0032663449345632914,0.025396350832529932,1.836574891644758,4.019275121156707e-05,False,0.0,0.0
0.0,H0,0.0,5,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.015944731606976185,8,0.0019128140831276555,0.0032663449345632914,0.1712773597674974,0.8822355247676016,5.208099331741787e-05,8,0.0019128140831276555,0.0032663449345632914,0.1712773597674974,0.8822355247676016,5.208099331741787e-05,False,0.0,0.0
0.0,H0,0.0,5,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.015862419751896534,8,0.0019128140831276555,0.0032663449345632914,0.02802898486305948,1.78725806527452,5.181213440652395e-05,8,0.0019128140831276555,0.0032663449345632914,0.02802898486305948,1.78725806527452,5.181213440652395e-05,False,0.0,0.0
0.0,H0,0.0,5,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.013563456951253413,8,0.0019128140831276555,0.0032663449345632914,0.09898217615586608,1.1564077419430592,4.4302928907893846e-05,8,0.0019128140831276555,0.0032663449345632914,0.09898217615586608,1.1564077419430592,4.4302928907893846e-05,False,0.0,0.0
0.0,H0,0.0,5,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.01719381814796972,8,0.0019128140831276555,0.0032663449345632914,0.07217003908143543,1.314365145189487,5.6160940813423285e-05,8,0.0019128140831276555,0.0032663449345632914,0.07217003908143543,1.314365145189487,5.6160940813423285e-05,False,0.0,0.0
0.0,H0,0.0,5,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.015424475748898266,8,0.0019128140831276555,0.0032663449345632914,0.3540107070824934,0.5192140601550097,5.0381658230708184e-05,8,0.0019128140831276555,0.0032663449345632914,0.3540107070824934,0.5192140601550097,5.0381658230708184e-05,False,0.0,0.0
0.0,H0,0.0,5,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0045812495712460825,8,0.0019128140831276555,0.0032663449345632914,0.12671319237019502,1.0329145370926014,1.4963941331009893e-05,8,0.0019128140831276555,0.0032663449345632914,0.12671319237019502,1.0329145370926014,1.4963941331009893e-05,False,0.0,0.0
0.0,H0,0.0,5,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0032663449345632914,7,0.0019128140831276555,0.0045812495712460825,0.12671319237019502,1.0329145370926014,1.4963941331009893e-05,7,0.0019128140831276555,0.0045812495712460825,0.12671319237019502,1.0329145370926014,1.4963941331009893e-05,False,0.0,0.0
0.0,H0,0.0,6,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007057239476666657,8,0.0019128140831276555,0.0018696757968196353,0.025396350832529932,1.836574891644758,1.3194749841883719e-05,8,0.0019128140831276555,0.0018696757968196353,0.025396350832529932,1.836574891644758,1.3194749841883719e-05,False,0.0,0.0
0.0,H0,0.0,6,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.009151835480423129,8,0.0019128140831276555,0.0018696757968196353,0.1712773597674974,0.8822355247676016,1.7110965294222322e-05,8,0.0019128140831276555,0.0018696757968196353,0.1712773597674974,0.8822355247676016,1.7110965294222322e-05,False,0.0,0.0
0.0,H0,0.0,6,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.009104428470777666,8,0.0019128140831276555,0.0018696757968196353,0.02802898486305948,1.78725806527452,1.7022329555688607e-05,8,0.0019128140831276555,0.0018696757968196353,0.02802898486305948,1.78725806527452,1.7022329555688607e-05,False,0.0,0.0
0.0,H0,0.0,6,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007781039761005552,8,0.0019128140831276555,0.0018696757968196353,0.09898217615586608,1.1564077419430592,1.454802171524332e-05,8,0.0019128140831276555,0.0018696757968196353,0.09898217615586608,1.1564077419430592,1.454802171524332e-05,False,0.0,0.0
0.0,H0,0.0,6,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00987144764807618,8,0.0019128140831276555,0.0018696757968196353,0.07217003908143543,1.314365145189487,1.8456406747180148e-05,8,0.0019128140831276555,0.0018696757968196353,0.07217003908143543,1.314365145189487,1.8456406747180148e-05,False,0.0,0.0
0.0,H0,0.0,6,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00885222582894614,8,0.0019128140831276555,0.0018696757968196353,0.3540107070824934,0.5192140601550097,1.655079238036223e-05,8,0.0019128140831276555,0.0018696757968196353,0.3540107070824934,0.5192140601550097,1.655079238036223e-05,False,0.0,0.0
0.0,H0,0.0,6,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0026230753807292423,8,0.0019128140831276555,0.0018696757968196353,0.12671319237019502,1.0329145370926014,4.904300552582915e-06,8,0.0019128140831276555,0.0018696757968196353,0.12671319237019502,1.0329145370926014,4.904300552582915e-06,False,0.0,0.0
0.0,H0,0.0,6,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0018696757968196353,7,0.0019128140831276555,0.0026230753807292423,0.12671319237019502,1.0329145370926014,4.904300552582915e-06,7,0.0019128140831276555,0.0026230753807292423,0.12671319237019502,1.0329145370926014,4.904300552582915e-06,False,0.0,0.0
0.0,H0,0.0,7,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00959985940120307,8,0.0019128140831276555,0.0025456883958761343,0.025396350832529932,1.836574891644758,2.443825067968507e-05,8,0.0019128140831276555,0.0025456883958761343,0.025396350832529932,1.836574891644758,2.443825067968507e-05,False,0.0,0.0
0.0,H0,0.0,7,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.012444365126218377,8,0.0019128140831276555,0.0025456883958761343,0.1712773597674974,0.8822355247676016,3.167947589585977e-05,8,0.0019128140831276555,0.0025456883958761343,0.1712773597674974,0.8822355247676016,3.167947589585977e-05,False,0.0,0.0
0.0,H0,0.0,7,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.012380009460573825,8,0.0019128140831276555,0.0025456883958761343,0.02802898486305948,1.78725806527452,3.151564642461955e-05,8,0.0019128140831276555,0.0025456883958761343,0.02802898486305948,1.78725806527452,3.151564642461955e-05,False,0.0,0.0
0.0,H0,0.0,7,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.010583041388256244,8,0.0019128140831276555,0.0025456883958761343,0.09898217615586608,1.1564077419430592,2.6941125655160778e-05,8,0.0019128140831276555,0.0025456883958761343,0.09898217615586608,1.1564077419430592,2.6941125655160778e-05,False,0.0,0.0
0.0,H0,0.0,7,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.013421111608276913,8,0.0019128140831276555,0.0025456883958761343,0.07217003908143543,1.314365145189487,3.416596808094902e-05,8,0.0019128140831276555,0.0025456883958761343,0.07217003908143543,1.314365145189487,3.416596808094902e-05,False,0.0,0.0
0.0,H0,0.0,7,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.012037622178258498,8,0.0019128140831276555,0.0025456883958761343,0.3540107070824934,0.5192140601550097,3.064403509313385e-05,8,0.0019128140831276555,0.0025456883958761343,0.3540107070824934,0.5192140601550097,3.064403509313385e-05,False,0.0,0.0
0.0,H0,0.0,7,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0035710045215002493,8,0.0019128140831276555,0.0025456883958761343,0.12671319237019502,1.0329145370926014,9.090664772004392e-06,8,0.0019128140831276555,0.0025456883958761343,0.12671319237019502,1.0329145370926014,9.090664772004392e-06,False,0.0,0.0
0.0,H0,0.0,7,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0025456883958761343,7,0.0019128140831276555,0.0035710045215002493,0.12671319237019502,1.0329145370926014,9.090664772004392e-06,7,0.0019128140831276555,0.0035710045215002493,0.12671319237019502,1.0329145370926014,9.090664772004392e-06,False,0.0,0.0
0.0,H0,0.0,8,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006177038487002683,8,0.0019128140831276555,0.0016359513780988277,0.025396350832529932,1.836574891644758,1.0105334625381538e-05,8,0.0019128140831276555,0.0016359513780988277,0.025396350832529932,1.836574891644758,1.0105334625381538e-05,False,0.0,0.0
0.0,H0,0.0,8,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00801144546235316,8,0.0019128140831276555,0.0016359513780988277,0.1712773597674974,0.8822355247676016,1.3106335244700252e-05,8,0.0019128140831276555,0.0016359513780988277,0.1712773597674974,0.8822355247676016,1.3106335244700252e-05,False,0.0,0.0
0.0,H0,0.0,8,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007969921950878088,8,0.0019128140831276555,0.0016359513780988277,0.02802898486305948,1.78725806527452,1.3038404798879105e-05,8,0.0019128140831276555,0.0016359513780988277,0.02802898486305948,1.78725806527452,1.3038404798879105e-05,False,0.0,0.0
0.0,H0,0.0,8,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006810874089243969,8,0.0019128140831276555,0.0016359513780988277,0.09898217615586608,1.1564077419430592,1.1142258852356268e-05,8,0.0019128140831276555,0.0016359513780988277,0.09898217615586608,1.1564077419430592,1.1142258852356268e-05,False,0.0,0.0
0.0,H0,0.0,8,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.008641779913996171,8,0.0019128140831276555,0.0016359513780988277,0.07217003908143543,1.314365145189487,1.4137531759528804e-05,8,0.0019128140831276555,0.0016359513780988277,0.07217003908143543,1.314365145189487,1.4137531759528804e-05,False,0.0,0.0
0.0,H0,0.0,8,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00774902336839073,8,0.0019128140831276555,0.0016359513780988277,0.3540107070824934,0.5192140601550097,1.2677025458438835e-05,8,0.0019128140831276555,0.0016359513780988277,0.3540107070824934,0.5192140601550097,1.2677025458438835e-05,False,0.0,0.0
0.0,H0,0.0,8,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0022952783312863018,8,0.0019128140831276555,0.0016359513780988277,0.12671319237019502,1.0329145370926014,3.754963749188203e-06,8,0.0019128140831276555,0.0016359513780988277,0.12671319237019502,1.0329145370926014,3.754963749188203e-06,False,0.0,0.0
0.0,H0,0.0,8,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0016359513780988277,7,0.0019128140831276555,0.0022952783312863018,0.12671319237019502,1.0329145370926014,3.754963749188203e-06,7,0.0019128140831276555,0.0022952783312863018,0.12671319237019502,1.0329145370926014,3.754963749188203e-06,False,0.0,0.0
0.0,H0,0.0,9,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.006580158146324607,8,0.0019128140831276555,0.0017429749592546946,0.025396350832529932,1.836574891644758,1.1469050876979578e-05,8,0.0019128140831276555,0.0017429749592546946,0.025396350832529932,1.836574891644758,1.1469050876979578e-05,False,0.0,0.0
0.0,H0,0.0,9,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.008533765427726159,8,0.0019128140831276555,0.0017429749592546946,0.1712773597674974,0.8822355247676016,1.4874139448680122e-05,8,0.0019128140831276555,0.0017429749592546946,0.1712773597674974,0.8822355247676016,1.4874139448680122e-05,False,0.0,0.0
0.0,H0,0.0,9,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.008489546321145847,8,0.0019128140831276555,0.0017429749592546946,0.02802898486305948,1.78725806527452,1.4797066653190024e-05,8,0.0019128140831276555,0.0017429749592546946,0.02802898486305948,1.78725806527452,1.4797066653190024e-05,False,0.0,0.0
0.0,H0,0.0,9,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007255207291695293,8,0.0019128140831276555,0.0017429749592546946,0.09898217615586608,1.1564077419430592,1.2645644633626967e-05,8,0.0019128140831276555,0.0017429749592546946,0.09898217615586608,1.1564077419430592,1.2645644633626967e-05,False,0.0,0.0
0.0,H0,0.0,9,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.009205004616430536,8,0.0019128140831276555,0.0017429749592546946,0.07217003908143543,1.314365145189487,1.6044092546262287e-05,8,0.0019128140831276555,0.0017429749592546946,0.07217003908143543,1.314365145189487,1.6044092546262287e-05,False,0.0,0.0
0.0,H0,0.0,9,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.008254305557439017,8,0.0019128140831276555,0.0017429749592546946,0.3540107070824934,0.5192140601550097,1.438704789265307e-05,8,0.0019128140831276555,0.0017429749592546946,0.3540107070824934,0.5192140601550097,1.438704789265307e-05,False,0.0,0.0
0.0,H0,0.0,9,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.002445382084339555,8,0.0019128140831276555,0.0017429749592546946,0.12671319237019502,1.0329145370926014,4.2622397388138966e-06,8,0.0019128140831276555,0.0017429749592546946,0.12671319237019502,1.0329145370926014,4.2622397388138966e-06,False,0.0,0.0
0.0,H0,0.0,9,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0017429749592546946,7,0.0019128140831276555,0.002445382084339555,0.12671319237019502,1.0329145370926014,4.2622397388138966e-06,7,0.0019128140831276555,0.002445382084339555,0.12671319237019502,1.0329145370926014,4.2622397388138966e-06,False,0.0,0.0
0.0,H0,0.0,10,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007399929261651698,8,0.0019128140831276555,0.001960713254323603,0.025396350832529932,1.836574891644758,1.450913938437756e-05,8,0.0019128140831276555,0.001960713254323603,0.025396350832529932,1.836574891644758,1.450913938437756e-05,False,0.0,0.0
0.0,H0,0.0,10,2,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.00959574349516229,8,0.0019128140831276555,0.001960713254323603,0.1712773597674974,0.8822355247676016,1.88145014560542e-05,8,0.0019128140831276555,0.001960713254323603,0.1712773597674974,0.8822355247676016,1.88145014560542e-05,False,0.0,0.0
0.0,H0,0.0,10,3,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.009546048112893194,8,0.0019128140831276555,0.001960713254323603,0.02802898486305948,1.78725806527452,1.8717063061360506e-05,8,0.0019128140831276555,0.001960713254323603,0.02802898486305948,1.78725806527452,1.8717063061360506e-05,False,0.0,0.0
0.0,H0,0.0,10,4,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.008158731667934611,8,0.0019128140831276555,0.001960713254323603,0.09898217615586608,1.1564077419430592,1.599693331978911e-05,8,0.0019128140831276555,0.001960713254323603,0.09898217615586608,1.1564077419430592,1.599693331978911e-05,False,0.0,0.0
0.0,H0,0.0,10,5,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.010350077659098818,8,0.0019128140831276555,0.001960713254323603,0.07217003908143543,1.314365145189487,2.0293534449473664e-05,8,0.0019128140831276555,0.001960713254323603,0.07217003908143543,1.314365145189487,2.0293534449473664e-05,False,0.0,0.0
0.0,H0,0.0,10,6,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.009281669508667418,8,0.0019128140831276555,0.001960713254323603,0.3540107070824934,0.5192140601550097,1.819869242789545e-05,8,0.0019128140831276555,0.001960713254323603,0.3540107070824934,0.5192140601550097,1.819869242789545e-05,False,0.0,0.0
0.0,H0,0.0,10,7,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.0027507464705302563,8,0.0019128140831276555,0.001960713254323603,0.12671319237019502,1.0329145370926014,5.393425064052544e-06,8,0.0019128140831276555,0.001960713254323603,0.12671319237019502,1.0329145370926014,5.393425064052544e-06,False,0.0,0.0
0.0,H0,0.0,10,8,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.001960713254323603,7,0.0019128140831276555,0.0027507464705302563,0.12671319237019502,1.0329145370926014,5.393425064052544e-06,7,0.0019128140831276555,0.0027507464705302563,0.12671319237019502,1.0329145370926014,5.393425064052544e-06,False,0.0,0.0
0.0,H0,0.0,11,1,0.0019128140831276555,0.0,0.0,0.0019128140831276555,0.007704449136398479,8,0.0019128140831276555,0.002041630068649359,0.025396350832529932,1.836574891644758,1.5729635019250723e-05,8,0.0019128140831276555,0.002041630068649359,0.025396350832529932,1.836574891644758,1.5729635019250723e-05,False,0.0,0.0
