arm,unit,step,loss,gradient_norm_before_clip,parameter_update_norm,prediction_shift
V1,4,28,35364.58984375,852.756103515625,0.03014902025461197,0.05515781044960022
V1,4,29,43601.484375,923.5311889648438,0.03011372499167919,0.05507194250822067
V1,4,30,39803.8125,891.9414672851562,0.03003655932843685,0.05560837686061859
V1,4,31,45911.71875,986.545654296875,0.029993673786520958,0.05592583119869232
V1,4,32,22861.4375,719.2952880859375,0.029816782101988792,0.05597709119319916
V1,5,33,34558.8984375,870.9024658203125,0.029792357236146927,0.05657096207141876
V1,5,34,36584.4609375,907.1979370117188,0.02977253869175911,0.05663841962814331
V1,5,35,39654.953125,959.091552734375,0.029747622087597847,0.056949906051158905
V1,5,36,38796.6328125,969.2338256835938,0.029630696401000023,0.0569247305393219
V1,5,37,37286.71875,950.6111450195312,0.029606031253933907,0.057258814573287964
V1,5,38,34517.5234375,935.8394775390625,0.029516320675611496,0.05708160251379013
V1,5,39,38686.34765625,1009.6110229492188,0.029454244300723076,0.05738407373428345
V1,5,40,39778.265625,1047.291259765625,0.029414553195238113,0.05696527659893036
V1,6,41,33696.58203125,967.293212890625,0.029249437153339386,0.05693677067756653
V1,6,42,37132.73046875,1016.890625,0.029146965593099594,0.057019058614969254
V1,6,43,37956.59765625,1061.234619140625,0.02896934747695923,0.05673201382160187
V1,6,44,43150.05859375,1124.2840576171875,0.028678542003035545,0.05670143663883209
V1,6,45,37634.1796875,1074.33642578125,0.028537794947624207,0.05636390298604965
V1,6,46,36073.0,1050.820556640625,0.028393331915140152,0.05597463622689247
V1,6,47,36917.375,1089.4683837890625,0.028199469670653343,0.05553082749247551
V1,6,48,26985.6015625,954.7884521484375,0.028042180463671684,0.05532452464103699
V1,7,49,44527.3125,1208.1455078125,0.027870550751686096,0.05481097102165222
V1,7,50,41212.328125,1182.7896728515625,0.027742601931095123,0.05434113368391991
V1,7,51,43754.1015625,1205.046630859375,0.02757759392261505,0.0538126602768898
V1,7,52,45529.2109375,1263.417724609375,0.027287492528557777,0.05315616726875305
V1,7,53,43373.8515625,1232.5560302734375,0.027111481875181198,0.0527159757912159
V1,7,54,42994.82421875,1247.7174072265625,0.026887042447924614,0.05219025909900665
V1,7,55,41370.31640625,1220.6878662109375,0.026732048019766808,0.05146929994225502
V1,7,56,58061.31640625,1505.9586181640625,0.026526717469096184,0.05139648914337158
V1,8,57,37159.11328125,1210.8258056640625,0.026352738961577415,0.05045071244239807
V1,8,58,36299.609375,1207.254638671875,0.02610613964498043,0.04972945898771286
V1,8,59,33406.4453125,1141.63818359375,0.02588823437690735,0.04902060702443123
V1,8,60,33759.62109375,1157.521484375,0.025658009573817253,0.04829481244087219
V1,8,61,34252.12109375,1178.616455078125,0.025416314601898193,0.047588665038347244
V1,8,62,37874.44921875,1257.390380859375,0.025169845670461655,0.04700612276792526
V1,8,63,34317.53125,1212.5517578125,0.024960536509752274,0.046542998403310776
V1,8,64,35856.37890625,1247.7525634765625,0.02471373789012432,0.04565107822418213
V1,9,65,44660.890625,1350.286865234375,0.024476736783981323,0.044997360557317734
V1,9,66,40581.265625,1312.4205322265625,0.02420872449874878,0.04414338245987892
V1,9,67,37422.953125,1262.645263671875,0.02392899990081787,0.04343436285853386
V1,9,68,45162.07421875,1406.85498046875,0.023604754358530045,0.04283791780471802
V1,9,69,39560.58984375,1313.541259765625,0.023343203589320183,0.04225996509194374
V1,9,70,41693.3125,1349.61328125,0.02309272438287735,0.04147576540708542
V1,9,71,41194.93359375,1337.9248046875,0.022835301235318184,0.04085307940840721
V1,9,72,45707.98828125,1456.022705078125,0.022574342787265778,0.04008176922798157
V1,10,73,48639.640625,1491.60888671875,0.022288590669631958,0.03963272646069527
V1,10,74,47334.1015625,1475.825927734375,0.022019144147634506,0.03898324444890022
V1,10,75,49828.73046875,1517.9112548828125,0.021739523857831955,0.038541171699762344
V1,10,76,46866.6484375,1459.2159423828125,0.021476799622178078,0.03758925199508667
V1,10,77,49767.01171875,1540.8441162109375,0.021220365539193153,0.0373469777405262
V1,10,78,45867.54296875,1472.087646484375,0.02094108983874321,0.03666052594780922
V1,10,79,48503.125,1521.21435546875,0.020681314170360565,0.03619791567325592
V1,10,80,59046.828125,1625.966064453125,0.020386656746268272,0.0356583297252655
V1,11,81,45331.9375,1498.5426025390625,0.02011328935623169,0.03517160192131996
V1,11,82,43024.0234375,1460.2403564453125,0.019877413287758827,0.03481438755989075
V1,11,83,45868.828125,1524.6854248046875,0.019629953429102898,0.034194767475128174
V1,11,84,29236.74609375,1236.9012451171875,0.019374219700694084,0.03328239917755127
V1,11,85,40038.75,1436.71826171875,0.019138598814606667,0.03327152505517006
V1,11,86,45467.765625,1524.6363525390625,0.018897458910942078,0.0327414870262146
V1,11,87,46378.9453125,1533.125732421875,0.0186577420681715,0.0324903279542923
V1,11,88,46963.25,1573.6536865234375,0.018367834389209747,0.03154093027114868
V1,12,89,39767.8359375,1423.34423828125,0.018142620101571083,0.03143557161092758
V1,12,90,38538.84375,1419.068115234375,0.017916642129421234,0.031119324266910553
V1,12,91,42969.6171875,1506.6248779296875,0.017695352435112,0.030828401446342468
V1,12,92,35603.80859375,1394.9361572265625,0.017444247379899025,0.030022621154785156
V1,12,93,41117.2734375,1470.8824462890625,0.0172402486205101,0.030099831521511078
V1,12,94,38993.8984375,1430.7216796875,0.01703154295682907,0.029602602124214172
V1,12,95,41273.1796875,1493.6429443359375,0.01680390164256096,0.02924264222383499
V1,12,96,33904.44921875,1330.90380859375,0.016566375270485878,0.02896338701248169
V1,13,97,34144.7578125,1328.1046142578125,0.01636376976966858,0.02873886376619339
V1,13,98,39916.6484375,1449.1966552734375,0.016157468780875206,0.02834378182888031
V1,13,99,36517.078125,1401.265869140625,0.01594344712793827,0.028157174587249756
V1,13,100,37747.3515625,1435.43896484375,0.015776876360177994,0.02773529291152954
V1,13,101,37709.37890625,1418.89013671875,0.01557981874793768,0.027555108070373535
V1,13,102,36440.796875,1410.1187744140625,0.015385700389742851,0.027316294610500336
V1,13,103,38894.0234375,1438.4833984375,0.015184381976723671,0.02703642100095749
V1,13,104,17299.255859375,944.3660278320312,0.014988558366894722,0.026551783084869385
V1,14,105,37573.140625,1444.6671142578125,0.014797918498516083,0.02650606632232666
V1,14,106,38450.25,1440.4229736328125,0.014596409164369106,0.026219822466373444
V1,14,107,42410.97265625,1534.083984375,0.01442794594913721,0.02608191967010498
V1,14,108,50374.86328125,1690.183349609375,0.014284697361290455,0.0259743332862854
V1,14,109,40333.05859375,1493.7745361328125,0.014107276685535908,0.025634080171585083
V1,14,110,38486.8671875,1452.989501953125,0.01391847338527441,0.025366730988025665
V1,14,111,41680.875,1535.9056396484375,0.013757673092186451,0.025266438722610474
V1,14,112,33138.6640625,1357.8023681640625,0.01357920840382576,0.025036275386810303
V1,15,113,37015.2421875,1430.6043701171875,0.013412418775260448,0.02482730895280838
V1,15,114,41558.78125,1516.028076171875,0.013249605894088745,0.024659432470798492
V1,15,115,36048.69140625,1421.3087158203125,0.013095006346702576,0.024501100182533264
V1,15,116,36286.2578125,1411.487060546875,0.012988248839974403,0.024378657341003418
V1,15,117,39391.08203125,1480.8516845703125,0.012828100472688675,0.024145953357219696
V1,15,118,37798.7890625,1451.3648681640625,0.012667216360569,0.02394084632396698
V1,15,119,37075.62890625,1443.64501953125,0.01253280695527792,0.02387801557779312
V1,15,120,38495.6171875,1478.575927734375,0.012398893013596535,0.023647069931030273
V1,16,121,35542.7109375,1410.2325439453125,0.012255635112524033,0.023486435413360596
V1,16,122,37256.9609375,1439.2535400390625,0.01211458072066307,0.02348240464925766
V1,16,123,37430.8359375,1455.8704833984375,0.011961502954363823,0.02317062020301819
V1,16,124,32754.435546875,1409.7318115234375,0.01185394637286663,0.023054540157318115
V1,16,125,34683.34375,1408.261962890625,0.011701010167598724,0.022933118045330048
V1,16,126,37622.453125,1442.514892578125,0.01158895343542099,0.022880367934703827
V1,16,127,37199.1875,1453.45556640625,0.01145852915942669,0.022724732756614685
V1,16,128,37954.80078125,1516.014404296875,0.01133137196302414,0.02252793312072754
V1,17,129,40414.05859375,1480.3028564453125,0.011212254874408245,0.02247437834739685
V1,17,130,38502.19140625,1472.0244140625,0.011097509413957596,0.022448301315307617
V1,17,131,45051.359375,1606.795166015625,0.010974281467497349,0.022239670157432556
V1,17,132,30464.09765625,1304.929931640625,0.010816860944032669,0.022041797637939453
V1,17,133,36120.27734375,1410.3603515625,0.010712058283388615,0.022032074630260468
V1,17,134,44751.5234375,1586.366943359375,0.010603677481412888,0.021961480379104614
V1,17,135,43007.7578125,1567.0880126953125,0.01050439290702343,0.021903663873672485
V1,17,136,30561.07421875,1347.2965087890625,0.010385825298726559,0.021744072437286377
V1,18,137,36766.515625,1456.5614013671875,0.01028665155172348,0.021661512553691864
V1,18,138,42415.6171875,1576.577880859375,0.010180926881730556,0.02160203456878662
V1,18,139,38530.94140625,1503.1590576171875,0.010077063925564289,0.021512210369110107
V1,18,140,35286.28515625,1390.4825439453125,0.01003379374742508,0.021422147750854492
V1,18,141,40489.5,1536.798095703125,0.009926355443894863,0.021343402564525604
V1,18,142,39753.9609375,1536.1302490234375,0.009832092560827732,0.021271035075187683
V1,18,143,37545.4375,1470.0130615234375,0.00975442212074995,0.021184280514717102
V1,18,144,34102.546875,1398.3944091796875,0.009634234942495823,0.021144747734069824
V1,19,145,44308.83203125,1606.8560791015625,0.009549655951559544,0.021028056740760803
V1,19,146,45362.453125,1628.5533447265625,0.00949444342404604,0.020963899791240692
V1,19,147,49591.984375,1687.462158203125,0.00942276045680046,0.02091427892446518
V1,19,148,35181.3984375,1461.3701171875,0.009354816749691963,0.020871222019195557
V1,19,149,47542.51171875,1663.5384521484375,0.00928318127989769,0.02076638489961624
V1,19,150,40788.7265625,1536.9154052734375,0.009222196415066719,0.020689696073532104
V1,19,151,46000.4765625,1649.3406982421875,0.00914777535945177,0.020655743777751923
V1,19,152,74021.8046875,2100.3134765625,0.009113669395446777,0.020730674266815186
V1,20,153,39526.8125,1538.70458984375,0.009024683386087418,0.020539425313472748
V1,20,154,43905.5,1614.12255859375,0.008940783329308033,0.020461224019527435
V1,20,155,39507.8828125,1518.5147705078125,0.008877955377101898,0.020425133407115936
V1,20,156,46542.37109375,1685.91259765625,0.008810128085315228,0.020433485507965088
V1,20,157,42512.35546875,1576.2574462890625,0.008731847628951073,0.02031395584344864
V1,20,158,41192.578125,1563.831298828125,0.0086592435836792,0.020262189209461212
V1,20,159,39703.37890625,1547.3388671875,0.008596571162343025,0.020196102559566498
V1,20,160,42230.56640625,1597.9088134765625,0.008548913523554802,0.020204246044158936
V1,21,161,21733.056640625,1080.6141357421875,0.008516112342476845,0.02010074257850647
V1,21,162,20281.65234375,1049.60302734375,0.00847136601805687,0.020037442445755005
V1,21,163,23078.216796875,1123.2449951171875,0.00845795962959528,0.020024031400680542
V1,21,164,18344.560546875,1003.618408203125,0.008449409157037735,0.01998889446258545
V1,21,165,24583.75,1191.210205078125,0.008427625522017479,0.019949689507484436
V1,21,166,21892.93359375,1071.8538818359375,0.00840014312416315,0.019893236458301544
V1,21,167,17935.87890625,981.2776489257812,0.008401446044445038,0.019824855029582977
V1,21,168,23409.41796875,1095.4755859375,0.00834258645772934,0.019695520401000977
V1,22,169,44167.25,1618.1566162109375,0.008232984691858292,0.01970425248146057
V1,22,170,45636.62109375,1645.528076171875,0.00815667025744915,0.01967538148164749
V1,22,171,42234.703125,1595.7025146484375,0.0080635454505682,0.01966051012277603
V1,22,172,51406.3984375,1678.27392578125,0.008003958500921726,0.019608676433563232
V1,22,173,44986.1796875,1636.7354736328125,0.007938530296087265,0.01960477977991104
V1,22,174,44491.16796875,1622.890625,0.007872835732996464,0.019519485533237457
V1,22,175,43546.1328125,1614.65478515625,0.007802233099937439,0.019476264715194702
V1,22,176,42963.38671875,1586.0303955078125,0.007733332458883524,0.019415438175201416
V1,23,177,45913.890625,1656.871337890625,0.007664309348911047,0.01944982260465622
V1,23,178,50187.70703125,1709.5784912109375,0.007618191186338663,0.019420042634010315
V1,23,179,45282.1640625,1640.297607421875,0.007555726915597916,0.019350223243236542
V1,23,180,38152.3515625,1487.239501953125,0.007517430931329727,0.019318699836730957
V1,23,181,45313.1796875,1635.8570556640625,0.007468142081052065,0.01929539442062378
V1,23,182,47801.1640625,1667.6129150390625,0.007415222469717264,0.01928679645061493
V1,23,183,44932.09765625,1647.4747314453125,0.00736900744959712,0.019254952669143677
V1,23,184,64277.15234375,1957.0653076171875,0.007324972655624151,0.01923966407775879
V1,24,185,39063.52734375,1518.8446044921875,0.007276342716068029,0.019191548228263855
V1,24,186,39635.921875,1546.5670166015625,0.007217113394290209,0.019129373133182526
V1,24,187,46038.85546875,1666.544677734375,0.007196546997874975,0.019163720309734344
V1,24,188,46453.29296875,1673.8902587890625,0.007177580613642931,0.019103825092315674
V1,24,189,41812.83203125,1574.3846435546875,0.0071312543004751205,0.019071660935878754
V1,24,190,40624.34765625,1559.74560546875,0.007098084781318903,0.019043460488319397
V1,24,191,43754.390625,1638.1322021484375,0.007059499155730009,0.01903180032968521
V1,24,192,34297.24609375,1368.3001708984375,0.007034812122583389,0.0190088152885437
V1,25,193,39982.16015625,1540.54150390625,0.006985314656049013,0.01894450932741165
V1,25,194,49061.1953125,1727.733154296875,0.006949970033019781,0.018945686519145966
V1,25,195,40726.21484375,1578.4483642578125,0.006910156458616257,0.01890759915113449
V1,25,196,36236.87890625,1464.03955078125,0.006888063624501228,0.01890498399734497
V1,25,197,41760.62890625,1594.2059326171875,0.006854258943349123,0.018872514367103577
V1,25,198,44322.71484375,1632.0606689453125,0.006816525012254715,0.018837369978427887
V1,25,199,42833.625,1602.6025390625,0.006777593865990639,0.018801584839820862
V1,25,200,42520.66796875,1620.5904541015625,0.006716042757034302,0.01877361536026001
V1,26,201,48017.76171875,1679.161865234375,0.006684864871203899,0.01876509189605713
V1,26,202,41880.00390625,1581.4580078125,0.006646639667451382,0.01875140517950058
V1,26,203,45711.19921875,1648.6712646484375,0.006625935900956392,0.018739566206932068
V1,26,204,50016.4921875,1716.6324462890625,0.0066067129373550415,0.018718600273132324
V1,26,205,44355.65625,1624.7032470703125,0.006583715323358774,0.018700338900089264
V1,26,206,44254.72265625,1634.264404296875,0.006544531788676977,0.01866777241230011
V1,26,207,47910.15234375,1667.7275390625,0.006518157664686441,0.018653109669685364
V1,26,208,42181.50390625,1588.9271240234375,0.006495712790638208,0.01862567663192749
V1,27,209,37773.4453125,1509.4571533203125,0.006460517179220915,0.018615886569023132
V1,27,210,40007.4609375,1558.01416015625,0.006434592884033918,0.018604539334774017
V1,27,211,39066.1640625,1541.6815185546875,0.006406629458069801,0.01858270913362503
V1,27,212,42736.0390625,1623.2012939453125,0.00636536767706275,0.018528282642364502
V1,27,213,35471.73046875,1469.600341796875,0.006339390296489,0.018540456891059875
V1,27,214,40890.3125,1589.2655029296875,0.006316513754427433,0.01853141188621521
V1,27,215,41493.17578125,1579.801025390625,0.0062854355201125145,0.01849903166294098
V1,27,216,34166.63671875,1394.9453125,0.006253207102417946,0.018504559993743896
V1,28,217,37396.9375,1497.72021484375,0.006232455372810364,0.018477968871593475
V1,28,218,41938.5546875,1585.434814453125,0.006212136708199978,0.018467947840690613
V1,28,219,40741.41015625,1577.4088134765625,0.006174870766699314,0.018425963819026947
V1,28,220,40404.30078125,1592.268310546875,0.006122659891843796,0.018339693546295166
V1,28,221,39452.10546875,1545.626953125,0.006095820106565952,0.018402479588985443
V1,28,222,38847.03515625,1510.1380615234375,0.006079202517867088,0.018379084765911102
V1,28,223,41582.25,1604.2447509765625,0.006058863829821348,0.018366508185863495
V1,28,224,41464.6640625,1602.576171875,0.006012441124767065,0.01830810308456421
V1,29,225,39002.375,1530.9481201171875,0.00599292665719986,0.018345504999160767
V1,29,226,36872.54296875,1493.601806640625,0.005971483886241913,0.018316157162189484
V1,29,227,39161.58984375,1530.0592041015625,0.0059507437981665134,0.018314845860004425
V1,29,228,36451.765625,1497.2342529296875,0.005960629787296057,0.018370985984802246
V1,29,229,39492.1875,1546.677001953125,0.005938805639743805,0.01830212026834488
V1,29,230,36657.00390625,1481.2230224609375,0.0059156157076358795,0.018273331224918365
V1,29,231,37396.51953125,1507.8642578125,0.0058934129774570465,0.018263086676597595
V1,29,232,47889.57421875,1652.0223388671875,0.005895273294299841,0.01829349994659424
V1,30,233,41814.06640625,1579.9493408203125,0.005858918651938438,0.018210038542747498
V1,30,234,37746.5703125,1499.4952392578125,0.005841732025146484,0.01822027564048767
V1,30,235,36957.1171875,1495.3582763671875,0.005825104657560587,0.018208660185337067
V1,30,236,54988.94140625,1855.2862548828125,0.005785689689218998,0.01817399263381958
V1,30,237,42847.3046875,1595.79150390625,0.005755619611591101,0.018151462078094482
V1,30,238,38208.28125,1518.317138671875,0.005737509578466415,0.018165037035942078
V1,30,239,36436.21484375,1478.21484375,0.005728349555283785,0.018150411546230316
V1,30,240,46706.88671875,1717.5284423828125,0.005694862455129623,0.018104910850524902
V1,31,241,36594.375,1494.218505859375,0.005672973580658436,0.018125325441360474
V1,31,242,35563.4921875,1479.6314697265625,0.0056524635292589664,0.018103353679180145
V1,31,243,34738.77734375,1454.9178466796875,0.005641034338623285,0.018106475472450256
V1,31,244,31674.2578125,1378.619873046875,0.0056403279304504395,0.018115758895874023
V1,31,245,35364.4765625,1470.50244140625,0.00561934569850564,0.01808132976293564
V1,31,246,37346.41796875,1505.4053955078125,0.005600467324256897,0.018067866563796997
V1,31,247,33945.953125,1444.9832763671875,0.005581783130764961,0.018061913549900055
V1,31,248,33124.04296875,1442.5059814453125,0.005590428132563829,0.018058180809020996
V1,32,249,39933.640625,1553.9949951171875,0.005566800944507122,0.018039360642433167
V1,32,250,41086.08984375,1576.9295654296875,0.005540866404771805,0.018022656440734863
V1,32,251,36065.734375,1479.9210205078125,0.0055264015682041645,0.018015481531620026
V1,32,252,35319.0546875,1491.62841796875,0.005497395526617765,0.017978012561798096
V1,32,253,39062.28125,1554.0064697265625,0.005479665007442236,0.017993472516536713
V1,32,254,39445.78125,1544.4305419921875,0.0054655964486300945,0.01798136532306671
V1,32,255,38844.30078125,1526.120849609375,0.005438986700028181,0.017961181700229645
V1,32,256,32698.375,1382.1822509765625,0.005441271699965,0.01796865463256836
V1,33,257,44163.6640625,1643.6265869140625,0.005424103699624538,0.017953097820281982
V1,33,258,42742.26953125,1610.2496337890625,0.005409691948443651,0.017938144505023956
V1,33,259,44339.83984375,1630.5032958984375,0.005386111792176962,0.017920807003974915
V1,33,260,52421.546875,1795.870361328125,0.005375156179070473,0.01792323589324951
V1,33,261,45585.7578125,1665.0001220703125,0.005354689434170723,0.01790858805179596
V1,33,262,43463.5859375,1611.001708984375,0.00533580407500267,0.01789572834968567
V1,33,263,42162.8203125,1608.6187744140625,0.005322976503521204,0.017884083092212677
V1,33,264,52177.75,1793.79296875,0.00533983064815402,0.017934024333953857
V1,34,265,43595.67578125,1611.9991455078125,0.005318284034729004,0.01788564771413803
V1,34,266,39539.10546875,1531.0499267578125,0.005302411038428545,0.017877593636512756
V1,34,267,41052.12890625,1575.5107421875,0.005280162673443556,0.017863154411315918
V1,34,268,38470.35546875,1548.7078857421875,0.005235080141574144,0.017825841903686523
V1,34,269,39530.484375,1543.7552490234375,0.005216937977820635,0.01784101128578186
V1,34,270,41127.7109375,1567.067138671875,0.005199043080210686,0.017835140228271484
V1,34,271,44688.1640625,1637.61767578125,0.005188059061765671,0.01783052086830139
V1,34,272,28700.83203125,1308.53466796875,0.0051909927278757095,0.01784205436706543
V1,35,273,38913.1015625,1528.1595458984375,0.005179442930966616,0.017813116312026978
V1,35,274,39183.66015625,1541.4852294921875,0.005161205772310495,0.017793916165828705
V1,35,275,38319.35546875,1534.5172119140625,0.005143268499523401,0.017786584794521332
V1,35,276,38458.6328125,1536.32177734375,0.005136836785823107,0.017763137817382812
V1,35,277,39177.21875,1539.7701416015625,0.005124093499034643,0.017767034471035004
V1,35,278,38451.30078125,1523.4041748046875,0.005107283592224121,0.017762117087841034
V1,35,279,38498.05078125,1537.8790283203125,0.005093629937618971,0.017752960324287415
V1,35,280,40296.8515625,1558.871337890625,0.005077903624624014,0.01775062084197998
V1,36,281,40896.9296875,1560.5137939453125,0.0050661079585552216,0.01773993670940399
V1,36,282,40646.140625,1569.86328125,0.005060455296188593,0.017731115221977234
V1,36,283,42460.00390625,1610.8333740234375,0.005042771343141794,0.017718136310577393
V1,36,284,44948.71875,1690.73974609375,0.005032732617110014,0.01770913600921631
V1,36,285,39323.26171875,1534.244384765625,0.005016915500164032,0.017700448632240295
V1,36,286,40622.20703125,1577.2236328125,0.00500902347266674,0.01770181953907013
V1,36,287,44746.9609375,1649.831787109375,0.0050029694102704525,0.017692238092422485
V1,36,288,38941.484375,1527.2449951171875,0.004990038461983204,0.017673850059509277
V1,37,289,42458.03515625,1600.8974609375,0.0049774060025811195,0.017682448029518127
V1,37,290,41471.23046875,1574.0657958984375,0.004964487627148628,0.017671838402748108
V1,37,291,44927.46484375,1644.278076171875,0.004954893607646227,0.017671331763267517
V1,37,292,37422.6015625,1467.5888671875,0.004922602325677872,0.017649173736572266
V1,37,293,45229.984375,1646.24365234375,0.0049171727150678635,0.017655596137046814
V1,37,294,42716.75390625,1605.7357177734375,0.004907006397843361,0.017642870545387268
V1,37,295,40815.23046875,1560.409912109375,0.004896488972008228,0.01764674484729767
V1,37,296,37688.50390625,1519.1005859375,0.004876000806689262,0.017623424530029297
V1,38,297,46083.015625,1655.6162109375,0.00486803101375699,0.017626702785491943
V1,38,298,44071.015625,1619.4259033203125,0.004857460502535105,0.017621606588363647
V1,38,299,51960.7109375,1766.4212646484375,0.0048433649353682995,0.017610058188438416
V1,38,300,38937.109375,1562.370361328125,0.004825304262340069,0.017617464065551758
V1,38,301,48627.953125,1719.038330078125,0.004817842040210962,0.017603278160095215
V1,38,302,46748.1953125,1671.84765625,0.004812167026102543,0.0175999253988266
V1,38,303,44893.59375,1625.364990234375,0.004798158537596464,0.017586588859558105
V1,38,304,53184.390625,1760.4610595703125,0.004768518265336752,0.01756429672241211
V1,39,305,42971.0625,1621.475830078125,0.004754214081913233,0.01757390797138214
V1,39,306,42424.48046875,1621.60205078125,0.004742667078971863,0.01756782829761505
V1,39,307,42558.0390625,1616.67626953125,0.00473781256005168,0.017570480704307556
V1,39,308,40050.734375,1549.813232421875,0.0047441162168979645,0.01757347583770752
V1,39,309,43028.765625,1615.7476806640625,0.004733743146061897,0.01755596697330475
V1,39,310,43286.13671875,1635.1087646484375,0.004720719065517187,0.017548486590385437
V1,39,311,41257.8046875,1595.988525390625,0.004711076617240906,0.017546311020851135
V1,39,312,42600.55859375,1648.8251953125,0.004711112007498741,0.017548203468322754
V1,40,313,44136.40234375,1637.55126953125,0.004702000878751278,0.017533808946609497
V1,40,314,46038.20703125,1681.5343017578125,0.004686642903834581,0.01752232015132904
V1,40,315,44241.8359375,1638.306396484375,0.004676358308643103,0.017522290349006653
V1,40,316,44847.91015625,1636.2825927734375,0.004685154650360346,0.01753997802734375
V1,40,317,43820.80078125,1642.1470947265625,0.0046673850156366825,0.017507001757621765
V1,40,318,43634.80859375,1628.749267578125,0.0046642920933663845,0.01751093566417694
V1,40,319,46785.54296875,1680.9124755859375,0.004653954412788153,0.017504587769508362
V1,40,320,45742.984375,1676.3785400390625,0.00462602311745286,0.017483830451965332
V1,41,321,22979.873046875,1108.8807373046875,0.00462355837225914,0.0174950510263443
V1,41,322,27875.94921875,1274.9727783203125,0.004614022094756365,0.01748749613761902
V1,41,323,26973.013671875,1262.02587890625,0.004599069245159626,0.01747898757457733
V1,41,324,32205.65625,1388.74951171875,0.004591855686157942,0.017478585243225098
V1,41,325,23411.9453125,1126.7005615234375,0.004578074906021357,0.01746770739555359
V1,41,326,29050.177734375,1310.0816650390625,0.004575698636472225,0.01747332513332367
V1,41,327,23821.548828125,1172.7440185546875,0.004562912974506617,0.01745791733264923
V1,41,328,44194.12890625,1673.3800048828125,0.004578099120408297,0.01748955249786377
V1,42,329,40473.23828125,1554.7620849609375,0.004569781478494406,0.017461314797401428
V1,42,330,39745.1171875,1543.1727294921875,0.004557719454169273,0.017447099089622498
V1,42,331,35736.34375,1467.377685546875,0.0045465207658708096,0.017441824078559875
V1,42,332,48932.3125,1734.020263671875,0.004528149496763945,0.017439723014831543
V1,42,333,37477.765625,1492.8865966796875,0.004520690534263849,0.017434805631637573
V1,42,334,41939.81640625,1585.303955078125,0.0045091803185641766,0.017429515719413757
V1,42,335,37499.37890625,1506.4241943359375,0.0045000044628977776,0.01742471754550934
V1,42,336,40766.1796875,1574.016845703125,0.0045018550008535385,0.017431020736694336
V1,43,337,39559.0625,1541.8602294921875,0.004485059063881636,0.017410144209861755
V1,43,338,33899.0078125,1423.7091064453125,0.004481972195208073,0.017416834831237793
V1,43,339,38018.36328125,1523.3642578125,0.004472121596336365,0.017407968640327454
V1,43,340,32011.017578125,1425.3807373046875,0.004458956886082888,0.017395615577697754
V1,43,341,34882.97265625,1446.6417236328125,0.004446635488420725,0.017392128705978394
V1,43,342,37328.44921875,1513.9268798828125,0.004440871998667717,0.017395466566085815
V1,43,343,37911.3671875,1501.6328125,0.004434864968061447,0.017389759421348572
V1,43,344,42382.93359375,1633.197509765625,0.0044133528135716915,0.017365336418151855
V1,44,345,33893.1328125,1405.8785400390625,0.004408250562846661,0.017376288771629333
V1,44,346,33995.9296875,1404.6279296875,0.004399156663566828,0.017375707626342773
V1,44,347,35750.79296875,1460.4112548828125,0.00439349003136158,0.017367497086524963
