state_id,trial_id,episode,task_id,action_index,pair,requirement,target_decision_time,next_decision_time,interval_duration_seconds,interval_reward_total,r_current_task,r_previous_tasks,r_other,base_reward_component,reliability_penalty_component_signed,reward_sum_matches_existing_q_h1,next_effective_mask_size,next_action_q_spread,next_action_q_weighted_std,discount_term,next_q_expectation,bootstrap_term,y_full,y_current,y_no_history,y_centered_placeholder,q_h1_existing,next_state_snapshot_digest,counterfactual_training_used,q_h20,q_h50
trial_000_ep1_task001,0,1,1,11,"(2, 7)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,9d5debfb26acb5b14f05b446116eedde60c61b7bb830d0cb44e79ae1ea1e560e,False,489.0194672539979,542.4355910972027
trial_000_ep1_task001,0,1,1,12,"(2, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,01d88e74c6d68072a1b82cbf23ffa6040aacd825dd157769fc55ed3c09c5bf18,False,459.84093336474376,513.2570572079486
trial_000_ep1_task001,0,1,1,13,"(3, 4)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,96d0c3ea92dcbb9c9b56bed4f4c438f3fffd447a8a6c823acea525dfd1686473,False,461.7264790170253,515.1426028602301
trial_000_ep1_task001,0,1,1,14,"(3, 5)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,9a2ef4b3935c13d103f11b5d9c4e7ac96a0032407761aef17d4a1299093e1c66,False,448.5492788729487,501.9654027161535
trial_000_ep1_task001,0,1,1,15,"(3, 6)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,a7371b5259a1727c745eb6783b54e5c4ad819c1fbf9461128d1cd6f88937b5c5,False,448.5492788729487,501.9654027161535
trial_000_ep1_task001,0,1,1,16,"(3, 7)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,6d822a4549e3032d6d427bdbf925fd46b68af25b79033b54ed9fadfcc0b78f6d,False,489.0194672539979,542.4355910972027
trial_000_ep1_task001,0,1,1,17,"(3, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,4f2b3cd14f1a662198a7fb663799c291df0b037c288aee9b7066f3afa1d86aa1,False,459.84093336474376,513.2570572079486
trial_000_ep1_task001,0,1,1,18,"(4, 5)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,cc1cf1d6b7f9a424ed742b8366e47d34c314ea720493e724df4455e7394635d5,False,461.7264790170253,515.1426028602301
trial_000_ep1_task001,0,1,1,19,"(4, 6)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,328fea932c5cd39dee99be78541e83494bd668d06e4948134b88b6fd5c443f7a,False,461.7264790170253,515.1426028602301
trial_000_ep1_task001,0,1,1,20,"(4, 7)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,cb8c3f7c794b8a0ba74aa9ba5895f9700bb388621eee7082da4249a2c10e8b2c,False,489.0194672539979,542.4355910972027
trial_000_ep1_task001,0,1,1,21,"(4, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,be8d723a276436b973ac462c8f380ba85dd78e6fac30887c84ea1b7fb5d09f74,False,461.7264790170253,515.1426028602301
trial_000_ep1_task001,0,1,1,22,"(5, 6)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,de14ca338ee0fdb3f13fc7f7d9258b944dac40b50cf2f36eeb73c44f24560ee1,False,439.3900419509,492.80616579410486
trial_000_ep1_task001,0,1,1,23,"(5, 7)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,c2e83ae8c41d85c0b43ffcbe972dea89661bb18c2a23facac153788cb50ef5a4,False,489.0194672539979,542.4355910972027
trial_000_ep1_task001,0,1,1,24,"(5, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,d7d3c22bbf68c283c45bad7a67a7e0f62b9dfae9e751ef305ecb6167114c95f0,False,459.84093336474376,513.2570572079486
trial_000_ep1_task001,0,1,1,25,"(6, 7)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,8b579739866f136c93a982cd663b0483f392b3e00d5c4e8922494ab6023b74bf,False,489.0194672539979,542.4355910972027
trial_000_ep1_task001,0,1,1,26,"(6, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,aed14eac3a3b73e9182569879f6c89f86a18d91acc3bd2092dc8a56efb8c5f53,False,459.84093336474376,513.2570572079486
trial_000_ep1_task001,0,1,1,27,"(7, 8)",0.99,1.6201764656955435,1.7087095290090522,0.0885330633135086,0.0,0.0,0.0,0.0,0.0,-0.0,True,24,0.0159912109375,0.003843978017178,0.9907154806006854,36.86214979303451,36.51990244818064,36.51990244818064,36.51990244818064,36.51990244818064,,0.0,f7472f49ecf8a2b1d10fa319080b141f99839cfa98e997621d0380651ab1d58c,False,489.0194672539979,542.4355910972027
trial_000_ep1_task002,0,1,2,2,"(1, 4)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0034675598144531,0.0010123126232534,0.9319519695590118,36.86631257758084,34.357632617054634,145.06372560611987,34.357632617054634,34.357632617054634,,110.70609298906524,317d28a2f0dae7d0000b284a858dccbb78f6bc74855bb6207e9a255f4e276c09,False,502.626196756607,563.0013224749915
trial_000_ep1_task002,0,1,2,4,"(1, 6)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0027084350585937,0.0006776772274695,0.9319519695590118,36.86653672288845,34.35784150971553,145.06393449878075,34.35784150971553,34.35784150971553,,110.70609298906524,5db35605328dafbacad6b73feefe5be4f95cdf41333e3f48b9633ee7313ec542,False,543.3549636155533,603.7300893339378
trial_000_ep1_task002,0,1,2,5,"(1, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0036735534667968,0.0010765229338773,0.9319519695590118,36.86649009260814,34.35779805253395,34.35779805253395,34.35779805253395,34.35779805253395,,0.0,34bb11fad2f11d276e87e5563ea576e8e8403d60146267163ba0e25ba41237b1,False,515.1573554068564,575.5324811252409
trial_000_ep1_task002,0,1,2,6,"(1, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0024452209472656,0.0007213238059113,0.9319519695590118,36.866424432400166,34.35773686037381,145.06382984943903,34.35773686037381,34.35773686037381,,110.70609298906524,3c14ca0c269247abf0a451b4d5f3dfa7dced382205cb05ba2898f235489b4d54,False,548.9459483623604,609.3210740807449
trial_000_ep1_task002,0,1,2,7,"(2, 3)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0037117004394531,0.0009673058782431,0.9319519695590118,36.866190667383,34.35751900260564,145.06361199167088,34.35751900260564,34.35751900260564,,110.70609298906524,02fcde1893e759923f03080209e472f44e106cfc5b29efb16e5be2533bfd73b6,False,532.7184850537719,593.0936107721565
trial_000_ep1_task002,0,1,2,8,"(2, 4)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0034675598144531,0.0010123126232534,0.9319519695590118,36.86631257758084,34.357632617054634,145.06372560611987,34.357632617054634,34.357632617054634,,110.70609298906524,1e93f1a1950ad7ab11250e3b30154fe24a61d3e03b6192dfa7e4ca2da6f5a3fe,False,502.626196756607,563.0013224749915
trial_000_ep1_task002,0,1,2,10,"(2, 6)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0027084350585937,0.0006776772274695,0.9319519695590118,36.86653672288845,34.35784150971553,145.06393449878075,34.35784150971553,34.35784150971553,,110.70609298906524,5999312840aee1cc2b40d5157961929c356a75a67cad8ba6bc69b08188688328,False,543.3549636155533,603.7300893339378
trial_000_ep1_task002,0,1,2,11,"(2, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0036735534667968,0.0010765229338773,0.9319519695590118,36.86649009260814,34.35779805253395,34.35779805253395,34.35779805253395,34.35779805253395,,0.0,f6144c3c59a8fce7aea04f4e25626c31df2b5a56b04ed1e670c972cd0f53ba97,False,515.1573554068564,575.5324811252409
trial_000_ep1_task002,0,1,2,12,"(2, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0024452209472656,0.0007213238059113,0.9319519695590118,36.866424432400166,34.35773686037381,145.06382984943903,34.35773686037381,34.35773686037381,,110.70609298906524,a92b0345e6d764fa6239bd618be71f9f5c393453a647a805f38b0739dbf96c35,False,548.9459483623604,609.3210740807449
trial_000_ep1_task002,0,1,2,13,"(3, 4)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0037117004394531,0.0010521828615627,0.9319519695590118,36.86637152833361,34.357687556324784,145.06378054539002,34.357687556324784,34.357687556324784,,110.70609298906524,4d03ef202ed7671d991efa9c9a29b9170e52fbdd06e9a9119010106b468406f2,False,502.626196756607,563.0013224749915
trial_000_ep1_task002,0,1,2,14,"(3, 5)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0037117004394531,0.0009673058782431,0.9319519695590118,36.866190667383,34.35751900260564,145.06361199167088,34.35751900260564,34.35751900260564,,110.70609298906524,86c74933b85d495f8838c7d02c79b0b9a95473621370dabb0c446bae2a0af63c,False,537.9379238111252,598.3130495295097
trial_000_ep1_task002,0,1,2,15,"(3, 6)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0029525756835937,0.0007129643909115,0.9319519695590118,36.866543795533424,34.35784810108094,145.06394109014616,34.35784810108094,34.35784810108094,,110.70609298906524,c8fc836af99f592d5eef49d299bbee697962059aae3daddfe96162dddc1e9259,False,543.3549636155533,603.7300893339378
trial_000_ep1_task002,0,1,2,16,"(3, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0036163330078125,0.0010732587533798,0.9319519695590118,36.86654132332289,34.357845797099465,34.357845797099465,34.357845797099465,34.357845797099465,,0.0,8a2f3b65318dc73eefaeddacda05f8a0cc1200209e83c64d0bb4d7718aea8f5e,False,515.1573554068564,575.5324811252409
trial_000_ep1_task002,0,1,2,17,"(3, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0026893615722656,0.000762923581079,0.9319519695590118,36.8664850294488,34.35779333391263,145.06388632297785,34.35779333391263,34.35779333391263,,110.70609298906524,a2aeac626e079b18621ae3533673e561bdd4845646d4c0eb6060a2c8c2631856,False,548.9459483623604,609.3210740807449
trial_000_ep1_task002,0,1,2,18,"(4, 5)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0034675598144531,0.0010123126232534,0.9319519695590118,36.86631257758084,34.357632617054634,145.06372560611987,34.357632617054634,34.357632617054634,,110.70609298906524,f6f7d0dd8a51a01f70e41c0ec9943298ec4ec1b4364568cd5e31227ea1191cd8,False,502.626196756607,563.0013224749915
trial_000_ep1_task002,0,1,2,19,"(4, 6)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0027084350585937,0.0007444670597697,0.9319519695590118,36.86660704501569,34.35790704656051,145.06400003562572,34.35790704656051,34.35790704656051,,110.70609298906524,ed27224c2b19923673d85291e56df6ee5f2a2f812aae2dfab666b51ea76e4ba7,False,485.1964156525666,545.5715413709511
trial_000_ep1_task002,0,1,2,20,"(4, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0036735534667968,0.0010353522708187,0.9319519695590118,36.86654642389961,34.357850550591984,34.357850550591984,34.357850550591984,34.357850550591984,,0.0,c95c7f92f544c316983a4483c4bbccc3a8854aebb9b951fcd81dc4eed7780ccc,False,478.9679544684063,539.3430801867908
trial_000_ep1_task002,0,1,2,21,"(4, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0024452209472656,0.0007719880424913,0.9319519695590118,36.86661161756998,34.35791130796149,145.0640042970267,34.35791130796149,34.35791130796149,,110.70609298906524,1f0e168696d0bf02777ebf1e33a0462e2aa1e5b775340351e78f5395552d27f4,False,512.7565474239102,573.1316731422947
trial_000_ep1_task002,0,1,2,22,"(5, 6)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0027084350585937,0.0006776772274695,0.9319519695590118,36.86653672288845,34.35784150971553,145.06393449878075,34.35784150971553,34.35784150971553,,110.70609298906524,caf33f99e49834376250d83fcd90bae51c31f11fb54e45e59a8396fc21c871d8,False,543.3549636155533,603.7300893339378
trial_000_ep1_task002,0,1,2,23,"(5, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0036735534667968,0.0010765229338773,0.9319519695590118,36.86649009260814,34.35779805253395,34.35779805253395,34.35779805253395,34.35779805253395,,0.0,4611fcc0b95e67a1918a376117c26706d44ed6d10155dc743e1aa35dd48aed1e,False,515.1573554068564,575.5324811252409
trial_000_ep1_task002,0,1,2,24,"(5, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0024452209472656,0.0007213238059113,0.9319519695590118,36.866424432400166,34.35773686037381,145.06382984943903,34.35773686037381,34.35773686037381,,110.70609298906524,2ac27f33b85d341edb63507c1f3448ce4f62e412fe0c534bf54ab6be4cf9b46e,False,548.9459483623604,609.3210740807449
trial_000_ep1_task002,0,1,2,25,"(6, 7)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0029144287109375,0.0007938030970259,0.9319519695590118,36.86670670314905,34.35799992315418,34.35799992315418,34.35799992315418,34.35799992315418,,0.0,b3f2ac206c82dcad16ea43614628edf4f479b2fb5bd4034596fb882f2f46afd6,False,514.1163431752192,574.4914688936037
trial_000_ep1_task002,0,1,2,26,"(6, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,110.70609298906524,0.0,110.70609298906524,0.0,110.70609298906524,-0.0,True,7,0.0029754638671875,0.0007971147389821,0.9319519695590118,36.86659639858484,34.35789712459831,145.06399011366352,34.35789712459831,34.35789712459831,,110.70609298906524,ed4c1bc2e0807b4b02320291a676002980c85639bca63d2fee79533039c3ce39,False,547.9049361307232,608.2800618491077
trial_000_ep1_task002,0,1,2,27,"(7, 8)",0.99,1.7087095290090522,2.377593882814908,0.6688843538058558,0.0,0.0,0.0,0.0,0.0,-0.0,True,7,0.0026512145996093,0.0007539252986296,0.9319519695590118,36.866635821623774,34.35793386497709,34.35793386497709,34.35793386497709,34.35793386497709,,0.0,8acc4774c5e3fd99bd229f1c6e698b72caf44b31770c2658f16fbecd358a9f47,False,480.201999796612,540.5771255149965
trial_000_ep1_task009,0,1,9,0,"(1, 2)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,1ed741f94dbf5b6775b8aac9cef4b4c7dcf4e172dac7ec6b7f2e3ed5a2d1308d,False,533.813064325705,596.6082262810611
trial_000_ep1_task009,0,1,9,1,"(1, 3)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,f693d1efe65dd7358b85dfec01cf5f66e038b7f3118f2d572903d754e195e934,False,537.3684119242387,600.1635738795948
trial_000_ep1_task009,0,1,9,2,"(1, 4)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,8bfbe7a571e11892899c0ded44bf83679c8ba4ebe902dc9a7e1f63fdf0686bda,False,504.6519013758967,567.4470633312527
trial_000_ep1_task009,0,1,9,3,"(1, 5)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,bd799500b60472c67a724a89951ede455540804f59baef63443e82cebf65341f,False,539.927794463289,602.7229564186451
trial_000_ep1_task009,0,1,9,4,"(1, 6)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,a1a10da4b11976e2e5af07430264c14b891f801f1d68b641dd121528519a2bf7,False,526.0116905228961,588.8068524782522
trial_000_ep1_task009,0,1,9,5,"(1, 7)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,5c3ad4db92141b98b1c9c1e547c7415157bc0326f89bf083048e707295726b67,False,523.0621776739424,585.8573396292985
trial_000_ep1_task009,0,1,9,6,"(1, 8)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,139a7d540f0a62e65776757ea9ec313563883f3582be06b629fd6bcb50965595,False,522.0911562958004,584.8863182511565
trial_000_ep1_task009,0,1,9,7,"(2, 3)",0.9,6.227494860256572,6.456881022283138,0.2293861620265662,0.0,0.0,0.0,0.0,0.0,-0.0,True,16,0.0031204223632812,0.0009049372978634,0.976121469053229,36.8668649634646,35.986538387524085,35.986538387524085,35.986538387524085,35.986538387524085,,0.0,728018621129e71555988b515b83f46d513676d3e3b8a2b28fb4f6870df3ba75,False,537.3684119242387,600.1635738795948
