Episode,Task_ID,R_req,optimal_set_size,optimal_set_probability_mass
11,96,0.9,7,0.4407820603810251
11,98,0.9999,7,0.2382170509081334
11,103,0.99,6,0.4414526582695544
11,106,0.9,7,0.539318566210568
11,110,0.9999,3,0.11096793785691261
11,119,0.9999,1,0.04989393800497055
11,122,0.99,7,0.4469827623106539
11,124,0.9,7,0.44720672769472003
11,125,0.999,5,0.36269658524543047
11,135,0.999,2,0.2144123837351799
11,142,0.99,7,0.24608410010114312
11,145,0.9,7,0.44673031149432063
11,146,0.999,2,0.21697254106402397
11,154,0.9999,1,0.05467084422707558
11,155,0.999,7,0.4863146236166358
11,156,0.99,7,0.48421669634990394
11,163,0.9,7,0.5362010076642036
11,167,0.9999,1,0.0498758889734745
11,170,0.999,5,0.2720717000775039
11,178,0.9,7,0.44298399705439806
11,179,0.99,7,0.44695608224719763
11,186,0.9,7,0.4436129506211728
11,187,0.9999,7,0.4934364426881075
11,195,0.99,7,0.45321467611938715
11,197,0.999,5,0.27014714968390763
11,199,0.9,7,0.4400481875054538
11,200,0.9999,1,0.05045488849282265
12,1,0.99,7,0.5379540000576526
12,3,0.9999,6,0.5374303988646716
12,4,0.9,7,0.47971548163332045
12,5,0.999,7,0.23712520557455719
12,15,0.999,7,0.44675190187990665
12,17,0.99,7,0.5410772538743913
12,18,0.9,7,0.4370721741579473
12,24,0.9,7,0.48619948071427643
12,25,0.9999,1,0.0532800555229187
12,33,0.99,7,0.44281889614649117
12,42,0.99,7,0.44761994597502053
12,46,0.9999,1,0.051110219210386276
12,47,0.9,7,0.482579093426466
12,48,0.999,6,0.532422372372821
12,55,0.99,7,0.439497274113819
12,60,0.999,6,0.4372712653130293
12,64,0.99,7,0.4450482300017029
12,68,0.99,7,0.5423198014032096
12,73,0.9999,1,0.05106896907091141
12,74,0.9,7,0.4365102373994887
12,75,0.999,6,0.5334638506174088
12,87,0.9999,1,0.05157272517681122
12,93,0.999,2,0.2867882251739502
12,96,0.9,7,0.4401625799946487
12,98,0.9999,6,0.23142804857343435
12,103,0.99,6,0.4361116294749081
12,106,0.9,7,0.5374660186935216
12,110,0.9999,1,0.05107493698596954
12,119,0.9999,1,0.162126362323761
12,122,0.99,7,0.5445294361561537
12,124,0.9,7,0.4427796355448663
12,125,0.999,5,0.519307897426188
12,135,0.999,6,0.476935702143237
12,142,0.99,7,0.5357975729275495
12,145,0.9,7,0.4431312314700335
12,146,0.999,5,0.4256934707518667
12,154,0.9999,1,0.05166444182395935
12,155,0.999,6,0.43790583359077573
12,156,0.99,7,0.48421669634990394
12,163,0.9,7,0.4387730550952256
12,167,0.9999,1,0.05055173113942146
12,170,0.999,6,0.43974086665548384
12,178,0.9,7,0.44109635055065155
12,179,0.99,6,0.43533800449222326
12,186,0.9,7,0.5340349527541548
12,187,0.9999,5,0.42617787374183536
12,195,0.99,7,0.48431806010194123
12,197,0.999,6,0.43710457417182624
12,199,0.9,7,0.4400011603720486
12,200,0.9999,1,0.04866490885615349
13,1,0.99,7,0.5379540000576526
13,3,0.9999,7,0.5502560143359005
13,4,0.9,7,0.47769453725777566
13,5,0.999,7,0.2363812776748091
13,15,0.999,7,0.5497153946198523
13,17,0.99,7,0.5410772538743913
13,18,0.9,7,0.4749754024669528
13,24,0.9,7,0.48256827937439084
13,25,0.9999,2,0.21236062794923782
13,33,0.99,7,0.44914377527311444
13,42,0.99,7,0.48389921500347555
13,46,0.9999,2,0.05989452823996544
13,47,0.9,7,0.4432252992410213
13,48,0.999,7,0.4438807205297053
13,55,0.99,7,0.4784659577999264
13,60,0.999,7,0.4480590531602502
13,64,0.99,7,0.5450346430297941
13,68,0.99,7,0.5423198014032096
13,73,0.9999,2,0.2477169670164585
13,74,0.9,7,0.472934513585642
13,75,0.999,7,0.4411978425923735
13,87,0.9999,2,0.21221480146050453
13,93,0.999,5,0.4339255075901747
13,96,0.9,7,0.5359047213569283
13,98,0.9999,7,0.23534489469602704
13,103,0.99,7,0.48529389360919595
13,106,0.9,7,0.539318566210568
13,110,0.9999,5,0.5362123847007751
13,119,0.9999,1,0.05442843958735466
13,122,0.99,7,0.5445294361561537
13,124,0.9,7,0.4434768222272396
13,125,0.999,7,0.5471398057416081
13,135,0.999,5,0.47380985505878925
13,142,0.99,7,0.5357975729275495
13,145,0.9,7,0.4820610065944493
13,146,0.999,6,0.44673216063529253
13,154,0.9999,2,0.2131994105875492
13,155,0.999,7,0.45180112193338573
13,156,0.99,7,0.44530047685839236
13,163,0.9,7,0.5362010076642036
13,167,0.9999,2,0.05931287491694093
13,170,0.999,7,0.48565173521637917
13,178,0.9,7,0.44145727856084704
13,179,0.99,7,0.44519264716655016
13,186,0.9,7,0.4416564549319446
13,187,0.9999,6,0.4480592105537653
13,195,0.99,7,0.4456552304327488
13,197,0.999,7,0.4462449380662292
13,199,0.9,7,0.4401735810097307
13,200,0.9999,2,0.0590500277467072
14,1,0.99,7,0.5379540000576526
14,3,0.9999,7,0.5502560143359005
14,4,0.9,7,0.48142162756994367
14,5,0.999,7,0.2342217550612986
14,15,0.999,7,0.5497153946198523
14,17,0.99,7,0.5410772538743913
14,18,0.9,7,0.5349566044751555
14,24,0.9,7,0.44492099434137344
14,25,0.9999,2,0.09580884501338005
14,33,0.99,7,0.5415699505247176
14,42,0.99,7,0.48389921500347555
14,46,0.9999,2,0.24830524250864983
14,47,0.9,7,0.4431178804952651
14,48,0.999,7,0.5442408316303045
14,55,0.99,7,0.5406886141281575
14,60,0.999,6,0.44338820199482143
14,64,0.99,7,0.4473639987409115
14,68,0.99,7,0.5425224830396473
14,73,0.9999,6,0.4782596128061414
14,74,0.9,7,0.44017486786469817
14,75,0.999,6,0.43550328724086285
14,87,0.9999,2,0.09485996514558792
14,93,0.999,4,0.36747632129117846
14,96,0.9,7,0.44192970637232065
14,98,0.9999,6,0.23381795035675168
14,103,0.99,7,0.4489342989400029
14,106,0.9,7,0.44599088304676116
14,110,0.9999,1,0.15483011305332184
14,119,0.9999,1,0.04349296912550926
14,122,0.99,7,0.45003995043225586
14,124,0.9,7,0.45317266904748976
14,125,0.999,7,0.49716714513488114
14,135,0.999,4,0.37754619820043445
14,142,0.99,7,0.24741137097589672
14,145,0.9,7,0.4820610065944493
14,146,0.999,7,0.4834308137651533
14,154,0.9999,1,0.16026104986667633
14,155,0.999,6,0.4401459167711437
14,156,0.99,7,0.48722847178578377
14,163,0.9,7,0.5362010076642036
14,167,0.9999,2,0.2467779852449894
14,170,0.999,7,0.4854830587282777
14,178,0.9,7,0.4404289536178112
14,179,0.99,7,0.4833840394858271
14,186,0.9,7,0.43992172833532095
14,187,0.9999,4,0.37007446959614754
14,195,0.99,7,0.48431806010194123
14,197,0.999,7,0.5486609821673483
14,199,0.9,7,0.43856136803515255
14,200,0.9999,1,0.04403837025165558
15,1,0.99,7,0.5379540000576526
15,3,0.9999,7,0.5502560143359005
15,4,0.9,7,0.47971548163332045
15,5,0.999,7,0.5460036280564964
15,15,0.999,7,0.444982006913051
15,17,0.99,7,0.5410772538743913
15,18,0.9,7,0.534377260832116
15,24,0.9,7,0.48256827937439084
15,25,0.9999,1,0.17261053621768951
15,33,0.99,7,0.4456055760383606
15,42,0.99,7,0.48389921500347555
15,46,0.9999,1,0.2038889080286026
15,47,0.9,7,0.44355495483614504
15,48,0.999,7,0.5442408316303045
15,55,0.99,7,0.5406886141281575
15,60,0.999,6,0.4447428369894624
15,64,0.99,7,0.4484411012381315
15,68,0.99,7,0.5423198014032096
15,73,0.9999,2,0.33257223665714264
15,74,0.9,7,0.4382894963491708
15,75,0.999,6,0.4410868352279067
15,87,0.9999,1,0.1666509360074997
15,93,0.999,4,0.42003148049116135
15,96,0.9,7,0.44076729216612875
15,98,0.9999,7,0.24101202213205397
