Episode,Task_ID,state,R_req,raw_logits,masked_logits,probabilities,greedy_action,sampled_action,executed_action,sampling_mode
1,109,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35382822155952454, 0.3379020094871521, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.46235358715057373, 0.3333333432674408, 0.0]",0.9,"[-2.113442897796631, -2.0398831367492676, -1.7270866632461548, -1.765979290008545, -1.5314831733703613, -1.270556926727295, -1.3911008834838867, -1.2170735597610474, -0.35508450865745544, -1.1597304344177246, -0.2853236198425293, -0.06805893778800964, -0.24242138862609863, -0.1974686086177826, -0.5698466897010803, -0.050115957856178284, 0.24783027172088623, 0.08562126010656357, 0.6181875467300415, 1.4717650413513184, 1.9403775930404663, 1.423229694366455, 1.2310806512832642, 1.4472447633743286, 1.301669955253601, 2.558356761932373, 2.5087947845458984, 2.7269067764282227]","[-2.113442897796631, -2.0398831367492676, -1.7270866632461548, -1.765979290008545, -1.5314831733703613, -1.270556926727295, -1.3911008834838867, -1.2170735597610474, -0.35508450865745544, -1.1597304344177246, -0.2853236198425293, -0.06805893778800964, -0.24242138862609863, -0.1974686086177826, -0.5698466897010803, -0.050115957856178284, 0.24783027172088623, 0.08562126010656357, 0.6181875467300415, 1.4717650413513184, 1.9403775930404663, 1.423229694366455, 1.2310806512832642, 1.4472447633743286, 1.301669955253601, 2.558356761932373, 2.5087947845458984, 2.7269067764282227]","[0.0015293566975742579, 0.0016460969345644116, 0.0022506152745336294, 0.0021647631656378508, 0.0027368483133614063, 0.003552790032699704, 0.0031493285205215216, 0.003747978713363409, 0.008874710649251938, 0.00396918086335063, 0.009515923447906971, 0.011825180612504482, 0.00993306189775467, 0.010389769449830055, 0.007159524597227573, 0.012039273977279663, 0.01621798239648342, 0.013789556920528412, 0.023487716913223267, 0.05514991283416748, 0.08811720460653305, 0.05253711715340614, 0.04335277900099754, 0.05381406471133232, 0.04652361944317818, 0.16347284615039825, 0.15556831657886505, 0.19348441064357758]",27,,27,greedy_no_sampling
1,110,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4670962989330292, 0.43275192379951477, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.6844548583030701, 0.3777777850627899, 1.0]",0.9999,"[-2.4030919075012207, -2.325364589691162, -2.0547752380371094, -2.060882091522217, -1.862280249595642, -1.6484366655349731, -1.7411566972732544, -1.5504076480865479, -0.7261068820953369, -1.5036524534225464, -0.6626427173614502, -0.4787101745605469, -0.6405198574066162, -0.5581673979759216, -0.9194411039352417, -0.42372655868530273, -0.1485467553138733, -0.31284183263778687, 0.27300477027893066, 1.1242021322250366, 1.5815125703811646, 1.0498099327087402, 0.8853872418403625, 1.099977731704712, 0.92009437084198, 2.2628936767578125, 2.1898574829101562, 2.438080310821533]","[-2.4030919075012207, -2.325364589691162, -2.0547752380371094, -2.060882091522217, -1.862280249595642, -1.6484366655349731, -1.7411566972732544, -1.5504076480865479, -0.7261068820953369, -1.5036524534225464, -0.6626427173614502, -0.4787101745605469, -0.6405198574066162, -0.5581673979759216, -0.9194411039352417, -0.42372655868530273, -0.1485467553138733, -0.31284183263778687, 0.27300477027893066, 1.1242021322250366, 1.5815125703811646, 1.0498099327087402, 0.8853872418403625, 1.099977731704712, 0.92009437084198, 2.2628936767578125, 2.1898574829101562, 2.438080310821533]","[0.0015919255092740059, 0.0017205976182594895, 0.0022552504669874907, 0.0022415199782699347, 0.0027339730877429247, 0.0033858318347483873, 0.003086012089625001, 0.0037345546297729015, 0.008515852503478527, 0.00391331035643816, 0.00907382182776928, 0.010906141251325607, 0.0092767970636487, 0.01007310301065445, 0.007018818985670805, 0.011522592976689339, 0.015172574669122696, 0.012873801402747631, 0.023127930238842964, 0.05417602136731148, 0.08558832108974457, 0.050292007625103, 0.042666900902986526, 0.05287940427660942, 0.044173747301101685, 0.16917437314987183, 0.15725892782211304, 0.2015659362077713]",27,,27,greedy_no_sampling
1,111,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48990389704704285, 0.4494134485721588, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.9972864985466003, 1.0, 0.6666666865348816]",0.999,"[-2.3517751693725586, -2.2810258865356445, -1.9956883192062378, -2.0243167877197266, -1.8101743459701538, -1.5949786901474, -1.70167076587677, -1.505324363708496, -0.6827782988548279, -1.452720046043396, -0.6173056960105896, -0.4348127245903015, -0.5973297357559204, -0.5187658071517944, -0.8836792707443237, -0.38370752334594727, -0.11241376399993896, -0.27973172068595886, 0.29996436834335327, 1.144250512123108, 1.593092441558838, 1.0750154256820679, 0.9064172506332397, 1.1132264137268066, 0.9426145553588867, 2.2573609352111816, 2.1983909606933594, 2.441229820251465]","[-2.3517751693725586, -2.2810258865356445, -1.9956883192062378, -2.0243167877197266, -1.8101743459701538, -1.5949786901474, -1.70167076587677, -1.505324363708496, -0.6827782988548279, -1.452720046043396, -0.6173056960105896, -0.4348127245903015, -0.5973297357559204, -0.5187658071517944, -0.8836792707443237, -0.38370752334594727, -0.11241376399993896, -0.27973172068595886, 0.29996436834335327, 1.144250512123108, 1.593092441558838, 1.0750154256820679, 0.9064172506332397, 1.1132264137268066, 0.9426145553588867, 2.2573609352111816, 2.1983909606933594, 2.441229820251465]","[0.001654714229516685, 0.0017760245827957988, 0.0023624873720109463, 0.0022958118934184313, 0.002844049595296383, 0.003526918590068817, 0.003170003881677985, 0.00385773042216897, 0.008781305514276028, 0.004066095687448978, 0.009375479072332382, 0.011252503842115402, 0.009564648382365704, 0.010346388444304466, 0.007183049339801073, 0.011842513456940651, 0.01553335227072239, 0.013140140101313591, 0.023461665958166122, 0.05457925796508789, 0.08549824357032776, 0.05092830955982208, 0.04302669316530228, 0.05291198566555977, 0.04461267217993736, 0.1661289632320404, 0.15661559998989105, 0.1996634602546692]",27,,27,greedy_no_sampling
1,112,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15079891681671143, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.01770920120179653, 0.5333333611488342, 1.0]",0.9999,"[-2.593574047088623, -2.5249686241149902, -2.2700328826904297, -2.2767281532287598, -2.082890033721924, -1.8035845756530762, -1.8441983461380005, -1.7913658618927002, -0.9998825788497925, -1.749922752380371, -0.9301439523696899, -0.6596339344978333, -0.7738907933235168, -0.8403904438018799, -1.190171241760254, -0.7035515308380127, -0.3368987441062927, -0.4478726387023926, -0.02362866699695587, 0.8374956250190735, 1.4155691862106323, 0.9066645503044128, 0.5902634859085083, 0.9251731038093567, 0.7795156836509705, 2.1225814819335938, 2.0795669555664062, 2.256401538848877]","[-2.593574047088623, -2.5249686241149902, -2.2700328826904297, -2.2767281532287598, -2.082890033721924, -1.8035845756530762, -1.8441983461380005, -1.7913658618927002, -0.9998825788497925, -1.749922752380371, -0.9301439523696899, -0.6596339344978333, -0.7738907933235168, -0.8403904438018799, -1.190171241760254, -0.7035515308380127, -0.3368987441062927, -0.4478726387023926, -0.02362866699695587, 0.8374956250190735, 1.4155691862106323, 0.9066645503044128, 0.5902634859085083, 0.9251731038093567, 0.7795156836509705, 2.1225814819335938, 2.0795669555664062, 2.256401538848877]","[0.001565020065754652, 0.0016761576989665627, 0.0021628779359161854, 0.002148445462808013, 0.0026079975068569183, 0.0034483231138437986, 0.0033110801596194506, 0.0034907148219645023, 0.0077028460800647736, 0.0036384211853146553, 0.008259208872914314, 0.01082478929311037, 0.009656023234128952, 0.009034786373376846, 0.006368101574480534, 0.010359677486121655, 0.01494794525206089, 0.013377846218645573, 0.020447159186005592, 0.048374276608228683, 0.08623204380273819, 0.0518387146294117, 0.0377783477306366, 0.05280710384249687, 0.04564930498600006, 0.17487198114395142, 0.16750942170619965, 0.19991138577461243]",27,,27,greedy_no_sampling
1,113,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.010795417241752148, 1.0, 0.3333333432674408]",0.99,"[-2.4816765785217285, -2.4192891120910645, -2.138916492462158, -2.172240734100342, -1.9540759325027466, -1.6158695220947266, -1.7155512571334839, -1.674931526184082, -0.8728271722793579, -1.62260103225708, -0.7967945337295532, -0.4692065715789795, -0.6342947483062744, -0.7206143736839294, -1.0748101472854614, -0.5772366523742676, -0.15998589992523193, -0.3184915781021118, 0.08118822425603867, 0.9395996928215027, 1.5592319965362549, 1.0168445110321045, 0.6924535036087036, 1.0644724369049072, 0.8886675834655762, 2.229398727416992, 2.161229133605957, 2.3603763580322266]","[-2.4816765785217285, -2.4192891120910645, -2.138916492462158, -2.172240734100342, -1.9540759325027466, -1.6158695220947266, -1.7155512571334839, -1.674931526184082, -0.8728271722793579, -1.62260103225708, -0.7967945337295532, -0.4692065715789795, -0.6342947483062744, -0.7206143736839294, -1.0748101472854614, -0.5772366523742676, -0.15998589992523193, -0.3184915781021118, 0.08118822425603867, 0.9395996928215027, 1.5592319965362549, 1.0168445110321045, 0.6924535036087036, 1.0644724369049072, 0.8886675834655762, 2.229398727416992, 2.161229133605957, 2.3603763580322266]","[0.0015665875980630517, 0.0016674362123012543, 0.0022070566192269325, 0.002134720329195261, 0.002655148273333907, 0.0037236593198031187, 0.003370378166437149, 0.0035101009998470545, 0.007828330621123314, 0.0036986772902309895, 0.008446752093732357, 0.011720855720341206, 0.009937163442373276, 0.00911536905914545, 0.006396598648279905, 0.01052064634859562, 0.01596805825829506, 0.01362743228673935, 0.02032322995364666, 0.047950830310583115, 0.08910436183214188, 0.051801588386297226, 0.037450868636369705, 0.054328493773937225, 0.04556974023580551, 0.17416010797023773, 0.16268332302570343, 0.19853247702121735]",27,,27,greedy_no_sampling
1,114,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22643952071666718, 0.19386416673660278, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.9781690835952759, 0.3777777850627899, 1.0]",0.9999,"[-2.316042900085449, -2.235203742980957, -1.9603294134140015, -1.967122197151184, -1.767730474472046, -1.4834085702896118, -1.5837287902832031, -1.4490532875061035, -0.6195487976074219, -1.4008541107177734, -0.5592193603515625, -0.2975473999977112, -0.46372175216674805, -0.4500129222869873, -0.8121844530105591, -0.31777647137641907, 0.03913269191980362, -0.134042888879776, 0.3784499764442444, 1.218025803565979, 1.742252230644226, 1.2260764837265015, 0.9847480058670044, 1.2843577861785889, 1.1001973152160645, 2.412273406982422, 2.3368988037109375, 2.562986373901367]","[-2.316042900085449, -2.235203742980957, -1.9603294134140015, -1.967122197151184, -1.767730474472046, -1.4834085702896118, -1.5837287902832031, -1.4490532875061035, -0.6195487976074219, -1.4008541107177734, -0.5592193603515625, -0.2975473999977112, -0.46372175216674805, -0.4500129222869873, -0.8121844530105591, -0.31777647137641907, 0.03913269191980362, -0.134042888879776, 0.3784499764442444, 1.218025803565979, 1.742252230644226, 1.2260764837265015, 0.9847480058670044, 1.2843577861785889, 1.1001973152160645, 2.412273406982422, 2.3368988037109375, 2.562986373901367]","[0.0015060532605275512, 0.0016328576020896435, 0.002149436855688691, 0.0021348861046135426, 0.0026059693191200495, 0.003462970955297351, 0.003132421988993883, 0.003584009362384677, 0.008215203881263733, 0.0037609864957630634, 0.00872607808560133, 0.011336050927639008, 0.009600484743714333, 0.009733002632856369, 0.006775756366550922, 0.011109036393463612, 0.01587376743555069, 0.013349680230021477, 0.022286592051386833, 0.051602039486169815, 0.08716366440057755, 0.0520191490650177, 0.04086538404226303, 0.05514097958803177, 0.04586639255285263, 0.1703421026468277, 0.15797458589076996, 0.19805043935775757]",27,,27,greedy_no_sampling
1,115,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.9307689666748047, 0.7555555701255798, 1.0]",0.9999,"[-2.4248414039611816, -2.3499393463134766, -2.080477714538574, -2.0922393798828125, -1.8935827016830444, -1.5502179861068726, -1.6589208841323853, -1.5845600366592407, -0.769978940486908, -1.5373954772949219, -0.7078105807304382, -0.37688690423965454, -0.5512431859970093, -0.6023757457733154, -0.962323784828186, -0.47124648094177246, -0.03907999396324158, -0.22523164749145508, 0.22375205159187317, 1.068326473236084, 1.6713573932647705, 1.142116665840149, 0.8320672512054443, 1.2199751138687134, 1.014214277267456, 2.357128143310547, 2.2689175605773926, 2.4943881034851074]","[-2.4248414039611816, -2.3499393463134766, -2.080477714538574, -2.0922393798828125, -1.8935827016830444, -1.5502179861068726, -1.6589208841323853, -1.5845600366592407, -0.769978940486908, -1.5373954772949219, -0.7078105807304382, -0.37688690423965454, -0.5512431859970093, -0.6023757457733154, -0.962323784828186, -0.47124648094177246, -0.03907999396324158, -0.22523164749145508, 0.22375205159187317, 1.068326473236084, 1.6713573932647705, 1.142116665840149, 0.8320672512054443, 1.2199751138687134, 1.014214277267456, 2.357128143310547, 2.2689175605773926, 2.4943881034851074]","[0.0014666278148069978, 0.0015806999290362, 0.00206954637542367, 0.002045347588136792, 0.0024948392529040575, 0.003516932250931859, 0.0031546775717288256, 0.003398204455152154, 0.007673924323171377, 0.0035623188596218824, 0.00816614180803299, 0.011369341053068638, 0.009550216607749462, 0.009074165485799313, 0.006331160664558411, 0.01034559402614832, 0.01593833602964878, 0.013231170363724232, 0.02072952874004841, 0.04823734983801842, 0.08816099166870117, 0.051931411027908325, 0.03808705136179924, 0.056136276572942734, 0.04569648578763008, 0.17502613365650177, 0.16024833917617798, 0.2007770836353302]",27,,27,greedy_no_sampling
1,116,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28395259380340576, 0.2885570228099823, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.13105064630508423, 0.7333333492279053, 0.0]",0.9,"[-2.2862839698791504, -2.220212936401367, -1.9205869436264038, -1.9614876508712769, -1.7309221029281616, -1.4635306596755981, -1.5807280540466309, -1.437827467918396, -0.6061352491378784, -1.381690263748169, -0.5312561988830566, -0.2984217405319214, -0.47206610441207886, -0.453082799911499, -0.8162016868591309, -0.30594050884246826, 0.011735856533050537, -0.1529597043991089, 0.35288792848587036, 1.2103835344314575, 1.7176841497421265, 1.1804860830307007, 0.9658569693565369, 1.2181816101074219, 1.0562927722930908, 2.3587307929992676, 2.3005242347717285, 2.5227584838867188]","[-2.2862839698791504, -2.220212936401367, -1.9205869436264038, -1.9614876508712769, -1.7309221029281616, -1.4635306596755981, -1.5807280540466309, -1.437827467918396, -0.6061352491378784, -1.381690263748169, -0.5312561988830566, -0.2984217405319214, -0.47206610441207886, -0.453082799911499, -0.8162016868591309, -0.30594050884246826, 0.011735856533050537, -0.1529597043991089, 0.35288792848587036, 1.2103835344314575, 1.7176841497421265, 1.1804860830307007, 0.9658569693565369, 1.2181816101074219, 1.0562927722930908, 2.3587307929992676, 2.3005242347717285, 2.5227584838867188]","[0.001605927711352706, 0.0017156167887151241, 0.002314974321052432, 0.0022222003899514675, 0.002798443427309394, 0.003656312357634306, 0.0032519588712602854, 0.0037515084259212017, 0.008617975749075413, 0.0039681317284703255, 0.009288057684898376, 0.011723129078745842, 0.009854413568973541, 0.010043270885944366, 0.006985131651163101, 0.011635316535830498, 0.015986129641532898, 0.013558664359152317, 0.022485563531517982, 0.05300409346818924, 0.08802930265665054, 0.051442861557006836, 0.04150618985295296, 0.05341903865337372, 0.045434802770614624, 0.16712071001529694, 0.15767088532447815, 0.19690947234630585]",27,,27,greedy_no_sampling
1,117,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.9607449769973755, 0.7555555701255798, 0.3333333432674408]",0.99,"[-2.192564010620117, -2.1194849014282227, -1.8159348964691162, -1.8526523113250732, -1.6245893239974976, -1.2589747905731201, -1.38484787940979, -1.3135913610458374, -0.46738702058792114, -1.2563763856887817, -0.399108350276947, -0.0584416538476944, -0.2387712001800537, -0.30568960309028625, -0.6754826903343201, -0.1632089912891388, 0.26625147461891174, 0.08711546659469604, 0.5110076069831848, 1.3569867610931396, 1.9419223070144653, 1.4340999126434326, 1.1194239854812622, 1.4796608686447144, 1.3091379404067993, 2.5759358406066895, 2.5106873512268066, 2.708153247833252]","[-2.192564010620117, -2.1194849014282227, -1.8159348964691162, -1.8526523113250732, -1.6245893239974976, -1.2589747905731201, -1.38484787940979, -1.3135913610458374, -0.46738702058792114, -1.2563763856887817, -0.399108350276947, -0.0584416538476944, -0.2387712001800537, -0.30568960309028625, -0.6754826903343201, -0.1632089912891388, 0.26625147461891174, 0.08711546659469604, 0.5110076069831848, 1.3569867610931396, 1.9419223070144653, 1.4340999126434326, 1.1194239854812622, 1.4796608686447144, 1.3091379404067993, 2.5759358406066895, 2.5106873512268066, 2.708153247833252]","[0.0014368480769917369, 0.0015457835979759693, 0.002094010589644313, 0.002018518513068557, 0.0025355902034789324, 0.003654798958450556, 0.0032225330360233784, 0.003460539039224386, 0.008065767586231232, 0.003664308227598667, 0.008635723032057285, 0.012140830978751183, 0.010137532837688923, 0.009481346234679222, 0.0065504456870257854, 0.010933231562376022, 0.016798127442598343, 0.014043102972209454, 0.021456409245729446, 0.04999898001551628, 0.08974193781614304, 0.054007112979888916, 0.039426565170288086, 0.056524645537137985, 0.047662924975156784, 0.1691780388355255, 0.158491849899292, 0.1930924504995346]",27,,27,greedy_no_sampling
1,118,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17541919648647308, 0.18252210319042206, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.292703241109848, 0.24444444477558136, 0.6666666865348816]",0.999,"[-2.3698887825012207, -2.2962827682495117, -2.0124592781066895, -2.0296974182128906, -1.8186836242675781, -1.5206477642059326, -1.628275990486145, -1.5089104175567627, -0.6699557304382324, -1.460184097290039, -0.6035754680633545, -0.3267163038253784, -0.5055083632469177, -0.5064337253570557, -0.8754516839981079, -0.3674459457397461, 0.0028996914625167847, -0.17421451210975647, 0.32444265484809875, 1.1886175870895386, 1.7418526411056519, 1.1949037313461304, 0.941916823387146, 1.254901647567749, 1.0662099123001099, 2.411972999572754, 2.3295211791992188, 2.5570263862609863]","[-2.3698887825012207, -2.2962827682495117, -2.0124592781066895, -2.0296974182128906, -1.8186836242675781, -1.5206477642059326, -1.628275990486145, -1.5089104175567627, -0.6699557304382324, -1.460184097290039, -0.6035754680633545, -0.3267163038253784, -0.5055083632469177, -0.5064337253570557, -0.8754516839981079, -0.3674459457397461, 0.0028996914625167847, -0.17421451210975647, 0.32444265484809875, 1.1886175870895386, 1.7418526411056519, 1.1949037313461304, 0.941916823387146, 1.254901647567749, 1.0662099123001099, 2.411972999572754, 2.3295211791992188, 2.5570263862609863]","[0.001451555173844099, 0.0015624287771061063, 0.002075215568765998, 0.0020397494081407785, 0.0025189463049173355, 0.0033935506362468004, 0.003047277219593525, 0.0034336154349148273, 0.007945205084979534, 0.0036050667986273766, 0.008490508422255516, 0.011198814027011395, 0.009365342557430267, 0.009356681257486343, 0.006469331681728363, 0.010751855559647083, 0.015571215189993382, 0.013043759390711784, 0.021476663649082184, 0.050965145230293274, 0.08862172067165375, 0.051286522299051285, 0.039822861552238464, 0.05445779487490654, 0.04509332403540611, 0.17320871353149414, 0.15950025618076324, 0.20024682581424713]",27,,27,greedy_no_sampling
1,119,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1413746327161789, 0.1326727271080017, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.3367044925689697, 1.0, 1.0]",0.9999,"[-2.625087261199951, -2.5587286949157715, -2.303534507751465, -2.3158063888549805, -2.1212635040283203, -1.8368499279022217, -1.9256328344345093, -1.8357328176498413, -1.0535541772842407, -1.7914402484893799, -0.983860969543457, -0.7078617215156555, -0.8678907155990601, -0.8936446905136108, -1.2411624193191528, -0.7591110467910767, -0.38481444120407104, -0.5500249862670898, -0.08066685497760773, 0.7733993530273438, 1.3555738925933838, 0.8051540851593018, 0.5302566289901733, 0.8755542039871216, 0.6745650768280029, 2.0668396949768066, 1.9817289113998413, 2.2181472778320312]","[-2.625087261199951, -2.5587286949157715, -2.303534507751465, -2.3158063888549805, -2.1212635040283203, -1.8368499279022217, -1.9256328344345093, -1.8357328176498413, -1.0535541772842407, -1.7914402484893799, -0.983860969543457, -0.7078617215156555, -0.8678907155990601, -0.8936446905136108, -1.2411624193191528, -0.7591110467910767, -0.38481444120407104, -0.5500249862670898, -0.08066685497760773, 0.7733993530273438, 1.3555738925933838, 0.8051540851593018, 0.5302566289901733, 0.8755542039871216, 0.6745650768280029, 2.0668396949768066, 1.9817289113998413, 2.2181472778320312]","[0.0016178177902475, 0.0017288160743191838, 0.002231404185295105, 0.002204187912866473, 0.002677549608051777, 0.0035584154538810253, 0.0032561076804995537, 0.0035623933654278517, 0.007788213435560465, 0.0037237287033349276, 0.00835035927593708, 0.011004495434463024, 0.009377138689160347, 0.009138723835349083, 0.00645595695823431, 0.010454731062054634, 0.015200844965875149, 0.01288598868995905, 0.020604277029633522, 0.04840314760804176, 0.08663807809352875, 0.049964841455221176, 0.03795579448342323, 0.05360914766788483, 0.04384806752204895, 0.17644429206848145, 0.16204829514026642, 0.20526725053787231]",27,,27,greedy_no_sampling
1,120,"[1.0, 0.7858735918998718, 0.6118251085281372, 0.3553605377674103, 0.2618909776210785, 0.12416132539510727, 0.07396519929170609, 0.0, 0.0, 0.10000000149011612, 0.20000000298023224, 0.4000000059604645, 0.5, 0.699999988079071, 0.800000011920929, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3440309762954712, 0.30715909600257874, 0.0833333358168602, 0.5833333134651184, 0.25, 0.8333333134651184, 0.0, 0.5, 1.0, 0.3333333432674408, 0.7176867127418518, 0.6888889074325562, 1.0]",0.9999,"[-2.47019624710083, -2.39640474319458, -2.1293234825134277, -2.139458179473877, -1.9413679838180542, -1.6970490217208862, -1.7899210453033447, -1.636304497718811, -0.8236258625984192, -1.5898679494857788, -0.7591638565063477, -0.5370781421661377, -0.6969484090805054, -0.6571098566055298, -1.0159695148468018, -0.5238368511199951, -0.20593008399009705, -0.37243425846099854, 0.1706659197807312, 1.0226364135742188, 1.527833104133606, 0.9952129125595093, 0.7831205725669861, 1.0512421131134033, 0.8645668029785156, 2.219817638397217, 2.1459474563598633, 2.3849573135375977]","[-2.47019624710083, -2.39640474319458, -2.1293234825134277, -2.139458179473877, -1.9413679838180542, -1.6970490217208862, -1.7899210453033447, -1.636304497718811, -0.8236258625984192, -1.5898679494857788, -0.7591638565063477, -0.5370781421661377, -0.6969484090805054, -0.6571098566055298, -1.0159695148468018, -0.5238368511199951, -0.20593008399009705, -0.37243425846099854, 0.1706659197807312, 1.0226364135742188, 1.527833104133606, 0.9952129125595093, 0.7831205725669861, 1.0512421131134033, 0.8645668029785156, 2.219817638397217, 2.1459474563598633, 2.3849573135375977]","[0.0015781313413754106, 0.0016989881405606866, 0.0022191277239471674, 0.002196751069277525, 0.0026779980398714542, 0.0034191380254924297, 0.0031158963683992624, 0.0036332709714770317, 0.008189164102077484, 0.0038059649523347616, 0.008734439499676228, 0.010906506329774857, 0.009295116178691387, 0.00967289786785841, 0.006756251212209463, 0.011051882989704609, 0.015188030898571014, 0.012858480215072632, 0.022133750841021538, 0.05188729986548424, 0.08599341660737991, 0.05048370361328125, 0.04083576425909996, 0.05339300259947777, 0.044300876557826996, 0.17178699374198914, 0.15955442190170288, 0.20263269543647766]",27,,27,greedy_no_sampling
